,model,num_rna_chains,num_prot_chains,tm,oligo_gdtts,bb_lddt,ics,ips,ilddt,rmsd,CARP:bb_lddt,CARP:oligo_gdtts,CARP:oligo_gdtha,CARP:ilddt,CARP:ics,CARP:ips,CARP:Merged,CARP:Iface,CARP:Fold,CARP:RP,FTDMP,DARS-RNP,QUASI-RNP,DRPScore,ITScore-PR,3dRPC
527,CASP16.M1224TS110_1,2,1,0.837,0.427,0.633,0.458,0.701,0.298,5.807,0.75934,0.56597,0.50622,0.24748,0.19699,0.34933,0.437555,0.2646,0.61051,0.04321308546204819,1311.38,5160810.15,8952375.43,-3.280401487805079,251.649,157.033
528,CASP16.M1224TS110_2,2,1,0.701,0.373,0.616,0.189,0.48,0.185,20.112,0.75847,0.55854,0.50042,0.2566,0.20687,0.34498,0.43764666666666663,0.2694833333333333,0.60581,0.0357356273219537,1203.44,4148278.88,7262253.33,-2.3095364703286663,153.318,156.784
529,CASP16.M1224TS110_3,2,1,0.827,0.417,0.635,0.325,0.652,0.228,6.039,0.74922,0.55756,0.49976,0.23958,0.17842,0.34422,0.42812666666666666,0.2540733333333333,0.6021799999999999,0.050308491457690244,1430.26,6110033.86,10546084.68,-5.860909996046564,530.489,193.572
530,CASP16.M1224TS110_4,2,1,0.883,0.491,0.636,0.477,0.693,0.343,4.759,0.75096,0.55212,0.49686,0.23915,0.18355,0.33402,0.42611,0.25223999999999996,0.5999800000000001,0.039330314728385926,1284.32,6117779.01,9943049.25,-4.601655850640039,343.214,176.752
531,CASP16.M1224TS110_5,2,1,0.726,0.405,0.613,0.208,0.424,0.165,29.748,0.7635,0.55316,0.49367,0.24849,0.20943,0.33268,0.43348833333333336,0.26353333333333334,0.6034433333333333,0.031858548006493945,975.712,1685887.1,3376022.16,-2.9424849862764564,244.836,62.697
532,CASP16.M1224TS143_1,2,1,0.743,0.432,0.2,0.421,0.511,0.076,17.049,0.76209,0.56221,0.50647,0.23387,0.18856,0.33422,0.4312366666666667,0.2522166666666667,0.6102566666666667,0.05307289402612696,1148.26,3417269.1,6848137.64,-4.762603949074171,62.025,145.723
533,CASP16.M1224TS143_2,2,1,0.736,0.409,0.197,0.351,0.433,0.053,17.014,0.77036,0.57346,0.5196,0.24489,0.20937,0.33244,0.44168666666666667,0.2622333333333333,0.62114,0.042360029632254735,1198.49,2204494.54,5592722.75,-3.956437009064594,102.261,121.218
534,CASP16.M1224TS143_3,2,1,0.743,0.43,0.2,0.411,0.507,0.076,17.062,0.76301,0.56191,0.50691,0.23367,0.18896,0.33334,0.4313,0.25199,0.61061,0.053291401418391615,1154.82,3284803.45,6755137.75,-4.884099649932013,45.655,143.747
535,CASP16.M1224TS143_4,2,1,0.731,0.393,0.188,0.285,0.381,0.039,17.08,0.76525,0.57145,0.51308,0.24134,0.21037,0.3355,0.4394983333333333,0.2624033333333334,0.6165933333333333,0.039910847778446626,1338.46,2489498.95,4744404.79,-4.588679975355664,154.302,72.2743
536,CASP16.M1224TS143_5,2,1,0.734,0.406,0.196,0.301,0.453,0.046,17.259,0.7626,0.56381,0.50945,0.21778,0.19203,0.31559,0.4268766666666667,0.2418,0.6119533333333333,0.0355697172555665,1286.02,1950122.79,4140256.88,-4.719198484862446,96.935,74.1949
537,CASP16.M1224TS159_1,2,1,0.85,0.442,0.631,0.365,0.644,0.238,5.557,0.75346,0.57009,0.50647,0.25577,0.20252,0.35541,0.44062,0.2712333333333334,0.6100066666666667,0.04486528072411602,1371.91,5435423.03,10252106.57,-1.8104942171772904,221.064,183.605
538,CASP16.M1224TS159_2,2,1,0.878,0.488,0.643,0.416,0.63,0.335,4.805,0.75947,0.56456,0.50387,0.24657,0.19835,0.34074,0.4355933333333334,0.26188666666666666,0.6093000000000001,0.04549165000244102,1134.37,4612247.76,7693277.21,-6.666721000270413,225.827,130.312
539,CASP16.M1224TS159_3,2,1,0.878,0.488,0.643,0.416,0.63,0.335,4.805,0.75947,0.56456,0.50387,0.24657,0.19835,0.34074,0.4355933333333334,0.26188666666666666,0.6093000000000001,0.04549165000244102,1134.37,4612247.76,7693277.21,-6.666721000270413,231.25,130.312
540,CASP16.M1224TS159_4,2,1,0.871,0.466,0.626,0.323,0.583,0.252,5.016,0.75257,0.56342,0.50291,0.26763,0.22562,0.3572,0.44489166666666663,0.2834833333333333,0.6063,0.041759236341226816,1281.03,3926083.54,6549785.08,-2.2006400133048274,232.959,116.379
541,CASP16.M1224TS159_5,2,1,0.887,0.492,0.628,0.382,0.688,0.319,4.537,0.7533,0.56147,0.50462,0.24737,0.18871,0.34941,0.43414666666666657,0.26182999999999995,0.6064633333333332,0.04640409581770655,1312.69,4625604.22,8504749.38,-6.053292088637695,251.819,137.783
542,CASP16.M1224TS167_1,2,1,0.674,0.357,0.598,0.127,0.372,0.154,20.719,0.75529,0.56743,0.50599,0.26139,0.2065,0.34453,0.4401883333333334,0.2708066666666667,0.6095700000000001,0.03705778398766899,1281.49,6011998.49,10878103.17,-0.578054397477837,187.627,248.354
543,CASP16.M1224TS167_2,2,1,0.855,0.464,0.635,0.395,0.645,0.315,5.466,0.76101,0.56975,0.51264,0.25278,0.20084,0.35428,0.4418833333333333,0.2693,0.6144666666666666,0.0534667399690079,1120.23,5332182.0,9268357.91,-3.4442533649950544,214.945,159.913
544,CASP16.M1224TS167_3,2,1,0.889,0.504,0.631,0.418,0.706,0.296,4.679,0.74922,0.55811,0.50364,0.23766,0.18156,0.34382,0.4290016666666666,0.25434666666666667,0.6036566666666666,0.05087949000180743,1118.53,4920265.01,8835745.01,-3.9686753840786877,405.864,180.04
545,CASP16.M1224TS167_4,2,1,0.681,0.357,0.613,0.183,0.401,0.172,21.502,0.75202,0.56518,0.50445,0.26605,0.21835,0.34369,0.4416233333333333,0.27603,0.6072166666666666,0.03618407937117993,1189.75,4400677.04,8139102.95,-0.42301112059913104,182.346,195.931
546,CASP16.M1224TS167_5,2,1,0.248,0.165,0.312,0.0,0.248,0.001,45.858,0.7073,0.52875,0.46714,0.21623,0.1694,0.34203,0.40514166666666673,0.24255333333333337,0.5677300000000001,0.08643046017095912,2099.17,9223467.62,16923201.21,-3.6286249328655416,88.707,424.8
547,CASP16.M1224TS189_1,2,1,0.505,0.316,0.161,0.362,0.497,0.099,27.168,0.76357,0.57275,0.51404,0.26578,0.20844,0.34945,0.4456716666666667,0.27455666666666667,0.6167866666666667,0.04654612777981129,1494.56,4787338.28,8847649.94,-5.526394830040074,-120.253,213.477
548,CASP16.M1224TS189_2,2,1,0.5,0.312,0.146,0.337,0.476,0.04,27.627,0.76938,0.56731,0.50965,0.24581,0.19471,0.34393,0.438465,0.26148333333333335,0.6154466666666667,0.04798447882494656,1560.76,3699834.75,7648863.21,-7.810348502412987,103.333,211.968
549,CASP16.M1224TS189_3,2,1,0.503,0.316,0.164,0.328,0.472,0.086,27.661,0.75018,0.55089,0.48934,0.24165,0.19101,0.33413,0.4262,0.25559666666666664,0.5968033333333334,0.04511360280939698,1520.13,4546010.12,8525160.49,-4.887369305783945,69.206,174.396
550,CASP16.M1224TS208_1,2,1,0.867,0.472,0.636,0.383,0.697,0.3,5.183,0.74776,0.55149,0.49609,0.2413,0.18312,0.34468,0.4274066666666667,0.2563666666666667,0.5984466666666667,0.04270478345933952,1339.47,5389288.54,9119886.74,-1.3318154940802973,291.429,158.947
551,CASP16.M1224TS208_2,2,1,0.851,0.446,0.643,0.296,0.64,0.252,5.511,0.75981,0.5644,0.50656,0.24718,0.18806,0.35146,0.43624499999999994,0.2622333333333333,0.6102566666666666,0.04759831705159741,1202.85,5227166.7,8719131.84,-7.278320238145705,397.573,153.076
552,CASP16.M1224TS208_3,2,1,0.686,0.364,0.607,0.157,0.36,0.157,23.001,0.75678,0.56457,0.50057,0.25362,0.21552,0.34039,0.43857500000000005,0.2698433333333334,0.6073066666666667,0.03470313088794938,1026.2,2905400.62,5276182.56,-4.200490055763673,130.381,104.422
553,CASP16.M1224TS208_4,2,1,0.792,0.391,0.603,0.249,0.608,0.196,6.913,0.75005,0.56227,0.50545,0.23949,0.18411,0.34792,0.4315483333333333,0.2571733333333333,0.6059233333333334,0.052383079349237964,1467.43,5931648.35,10832521.2,-3.360555280611478,39.629,208.833
554,CASP16.M1224TS208_5,2,1,0.842,0.436,0.617,0.388,0.683,0.287,5.677,0.75494,0.56451,0.50697,0.24961,0.19639,0.34484,0.43621,0.2636133333333333,0.6088066666666667,0.04730077404165058,1383.9,5484428.49,9691118.42,-2.451425508473249,199.2,169.465
555,CASP16.M1224TS231_1,2,1,0.869,0.466,0.643,0.363,0.629,0.304,4.999,0.75665,0.57235,0.51375,0.25988,0.21114,0.35942,0.44553166666666666,0.2768133333333333,0.6142500000000001,0.0497248931957074,1110.19,4617960.82,8290589.89,-4.368008948932158,292.7,140.848
556,CASP16.M1224TS231_2,2,1,0.719,0.394,0.622,0.151,0.394,0.165,21.183,0.76274,0.57053,0.50781,0.26363,0.21477,0.35049,0.444995,0.27629666666666663,0.6136933333333333,0.038837183566784714,981.533,3936819.14,7400016.69,-3.26146235243593,276.525,148.426
557,CASP16.M1224TS231_3,2,1,0.71,0.391,0.623,0.198,0.414,0.154,28.929,0.7629,0.55357,0.4976,0.25888,0.21786,0.35164,0.4404083333333334,0.2761266666666667,0.6046900000000001,0.034634180144593074,1104.64,2647996.23,5769769.3,-6.927525663111329,129.864,124.45
558,CASP16.M1224TS231_4,2,1,0.668,0.358,0.611,0.172,0.412,0.137,31.776,0.76633,0.55541,0.49874,0.25598,0.21925,0.33836,0.43901166666666663,0.27119666666666664,0.6068266666666666,0.02921789930173304,1070.53,2700962.05,5180824.35,-3.483972562536298,245.711,96.5599
559,CASP16.M1224TS231_5,2,1,0.712,0.406,0.612,0.238,0.405,0.181,30.193,0.76144,0.56828,0.5033,0.26165,0.21838,0.34336,0.442735,0.27446333333333334,0.6110066666666666,0.02712650662164862,1314.15,3109338.13,4930440.88,-3.099751366220918,321.391,88.4426
560,CASP16.M1224TS241_1,2,1,0.837,0.44,0.634,0.413,0.651,0.291,5.833,0.75314,0.55974,0.49856,0.22791,0.17167,0.34559,0.4261016666666667,0.24839000000000003,0.6038133333333334,0.051979446113728046,1549.76,5771739.09,10454540.09,-5.328700049060089,430.744,188.464
561,CASP16.M1224TS241_2,2,1,0.827,0.424,0.631,0.287,0.655,0.209,6.077,0.75464,0.5712,0.51073,0.24938,0.1947,0.34552,0.43769500000000006,0.26320000000000005,0.61219,0.03787804283876994,1227.94,5190497.93,8799146.53,-3.0778890345676495,366.613,159.113
562,CASP16.M1224TS241_3,2,1,0.711,0.392,0.62,0.195,0.421,0.162,32.24,0.76986,0.56733,0.51106,0.26796,0.23688,0.34962,0.4504516666666667,0.28482,0.6160833333333334,0.03238178520074229,764.342,2381692.52,4694410.33,-1.6725389565318427,104.233,96.7332
563,CASP16.M1224TS241_4,2,1,0.723,0.397,0.61,0.224,0.34,0.147,19.292,0.76778,0.58429,0.52264,0.29842,0.27998,0.3741,0.47120166666666663,0.3175,0.6249033333333333,0.06711898261552278,805.136,1979532.6,3195557.08,-5.126573914661261,93.199,79.4311
564,CASP16.M1224TS241_5,2,1,0.708,0.379,0.632,0.165,0.355,0.144,24.194,0.75353,0.56848,0.50195,0.26046,0.22565,0.34215,0.44203666666666663,0.27608666666666665,0.6079866666666667,0.025448011529358782,996.445,2980317.02,5462191.75,-5.603688191415042,228.268,120.305
565,CASP16.M1224TS262_1,2,1,0.504,0.319,0.353,0.37,0.55,0.323,26.918,0.7665,0.5685,0.50673,0.2578,0.20916,0.35543,0.44402,0.27413,0.6139100000000001,0.06000637079634999,1529.37,5450130.75,8760454.59,-5.243814524673137,558.326,154.805
566,CASP16.M1224TS262_2,2,1,0.766,0.464,0.551,0.553,0.687,0.458,15.653,0.77514,0.57366,0.51366,0.24405,0.19035,0.34938,0.44104,0.26126,0.62082,0.05966493968207942,1673.79,7686736.79,12408855.76,-3.2445928542110316,688.803,226.196
567,CASP16.M1224TS262_3,2,1,0.505,0.319,0.349,0.354,0.551,0.31,26.943,0.76024,0.56615,0.50345,0.24889,0.20348,0.3528,0.43916833333333327,0.26838999999999996,0.6099466666666666,0.0650662254955023,1567.54,4702428.49,8037457.64,-5.700136882385308,467.569,137.824
568,CASP16.M1224TS262_4,2,1,0.766,0.467,0.551,0.556,0.673,0.458,15.651,0.77556,0.5749,0.51552,0.24666,0.19428,0.35115,0.4430116666666667,0.26403000000000004,0.6219933333333333,0.05950798227027008,1676.51,7644030.69,12555629.73,-2.6518262756653774,721.536,231.164
569,CASP16.M1224TS262_5,2,1,0.505,0.318,0.352,0.37,0.55,0.32,26.88,0.76458,0.56781,0.50516,0.25237,0.20532,0.35172,0.44116,0.26980333333333334,0.6125166666666667,0.05726241388119888,1538.73,5232192.56,9177917.03,-5.199138494175166,517.247,167.657
570,CASP16.M1224TS267_1,2,1,0.221,0.186,0.111,0.0,0.039,0.0,46.101,0.72811,0.54134,0.48191,0.17674,0.15502,0.25472,0.38964,0.19549333333333332,0.5837866666666667,0.025549723369022108,54.307,521071.39,616776.62,-0.7535522919855164,94.954,18.6551
571,CASP16.M1224TS267_2,2,1,0.226,0.185,0.12,0.0,0.078,0.0,42.087,0.71985,0.53454,0.47599,0.18918,0.16638,0.26922,0.39252666666666663,0.20826,0.5767933333333333,0.022883696700841935,136.206,1061747.68,1291137.23,-4.868046554122106,152.17,31.288
572,CASP16.M1224TS267_3,2,1,0.232,0.187,0.125,0.0,0.0,0.0,48.111,0.72237,0.52005,0.45959,0.15781,0.13649,0.24967,0.37433000000000005,0.18132333333333336,0.5673366666666667,0.00615676818659665,-13.739,-0.0,-0.0,,12.439,-0.0
573,CASP16.M1224TS267_4,2,1,0.26,0.188,0.118,0.0,0.015,0.0,51.072,0.72522,0.54037,0.4788,0.17576,0.14967,0.26561,0.38923833333333335,0.19701333333333335,0.5814633333333333,0.005613422188997674,26.458,-0.0,-0.0,,33.034,-0.0
574,CASP16.M1224TS267_5,2,1,0.221,0.186,0.106,0.0,0.0,0.0,43.042,0.72231,0.53512,0.47405,0.15859,0.1382,0.24179,0.37834333333333336,0.1795266666666667,0.57716,0.006823868317002279,,-0.0,-0.0,,72.004,-0.0
575,CASP16.M1224TS272_1,2,1,0.85,0.443,0.649,0.486,0.716,0.344,5.423,0.75076,0.56041,0.50009,0.2391,0.1835,0.3418,0.42927666666666664,0.25479999999999997,0.6037533333333333,0.059485826460877425,1498.84,6761488.67,12168831.27,-3.9178438916764784,431.423,232.614
576,CASP16.M1224TS272_2,2,1,0.863,0.456,0.643,0.424,0.613,0.302,5.011,0.75007,0.56223,0.50296,0.25298,0.20013,0.3502,0.4364283333333333,0.26777,0.6050866666666667,0.04438603528542444,1060.89,4628858.47,7783692.64,-4.061650839452676,350.129,127.912
577,CASP16.M1224TS272_3,2,1,0.863,0.456,0.643,0.424,0.613,0.302,5.011,0.75007,0.56223,0.50296,0.25298,0.20013,0.3502,0.4364283333333333,0.26777,0.6050866666666667,0.04438603528542444,1060.89,4628858.47,7783692.64,-4.061650839452676,346.835,127.912
578,CASP16.M1224TS272_4,2,1,0.761,0.402,0.607,0.188,0.572,0.178,11.472,0.7532,0.56563,0.5053,0.24606,0.1921,0.34547,0.4346266666666666,0.26121,0.6080433333333333,0.04238414379251481,1248.64,4662335.67,9480468.31,-3.0771176902115114,109.222,176.852
579,CASP16.M1224TS272_5,2,1,0.761,0.402,0.607,0.188,0.572,0.178,11.472,0.7532,0.56563,0.5053,0.24606,0.1921,0.34547,0.4346266666666666,0.26121,0.6080433333333333,0.04238414379251481,1248.64,4662335.67,9480468.31,-3.0771176902115114,90.976,176.852
580,CASP16.M1224TS286_1,2,1,0.829,0.435,0.662,0.442,0.676,0.391,6.277,0.76093,0.57411,0.51641,0.2507,0.20421,0.35476,0.44351999999999997,0.26988999999999996,0.61715,0.05388765818061075,1203.16,4751005.08,7763070.17,-5.1323444732584385,470.722,144.678
581,CASP16.M1224TS286_2,2,1,0.872,0.469,0.654,0.376,0.558,0.278,5.249,0.76348,0.58101,0.52082,0.28409,0.24375,0.36143,0.4590966666666667,0.2964233333333333,0.62177,0.031595788851063844,1058.54,4026444.17,6346325.38,-1.6447003113176835,383.58,92.941
582,CASP16.M1224TS286_3,2,1,0.886,0.5,0.681,0.505,0.691,0.437,4.746,0.75741,0.56566,0.50778,0.26107,0.20599,0.35467,0.44209666666666664,0.27391,0.6102833333333333,0.05524631896014398,1200.88,4720510.19,7758959.19,-3.095289520722371,455.024,125.235
583,CASP16.M1224TS286_4,2,1,0.886,0.517,0.676,0.497,0.725,0.457,4.845,0.76154,0.56694,0.50933,0.24168,0.18559,0.33781,0.43381499999999995,0.2550266666666667,0.6126033333333333,0.056056155381156714,1676.97,6824960.13,10611221.66,-4.486720702776119,638.718,195.652
584,CASP16.M1224TS286_5,2,1,0.833,0.44,0.654,0.364,0.636,0.366,6.031,0.76275,0.58648,0.5262,0.2711,0.22299,0.35815,0.45461166666666664,0.28408,0.6251433333333333,0.046348241205851085,1099.2,4874830.42,7704005.76,-3.4394209684761456,455.889,136.709
585,CASP16.M1224TS294_1,2,1,0.875,0.47,0.628,0.387,0.659,0.294,4.915,0.73977,0.54341,0.48534,0.21353,0.16116,0.31913,0.41039000000000003,0.23127333333333333,0.5895066666666667,0.05213302938791457,1290.95,5615662.56,9495085.99,-6.0041000305338015,343.586,169.051
586,CASP16.M1224TS294_2,2,1,0.852,0.439,0.63,0.396,0.71,0.246,5.564,0.74262,0.5501,0.48969,0.23057,0.17546,0.33591,0.420725,0.24731333333333336,0.5941366666666666,0.05469838537683244,1500.44,6246517.19,10549067.44,-3.7990690710161115,299.7,204.817
587,CASP16.M1224TS294_3,2,1,0.83,0.422,0.624,0.382,0.711,0.261,5.876,0.74902,0.55585,0.49784,0.22271,0.16769,0.33538,0.421415,0.24192666666666665,0.6009033333333333,0.0600722076400416,1682.84,7344028.59,13174775.57,-4.003172223856948,472.791,235.185
588,CASP16.M1224TS294_4,2,1,0.881,0.468,0.63,0.422,0.724,0.292,4.792,0.74958,0.55272,0.49326,0.23059,0.17189,0.33467,0.4221183333333334,0.24571666666666667,0.59852,0.06225599181198049,1676.46,7505658.34,12432040.44,-5.175625293159614,456.372,211.47
589,CASP16.M1224TS294_5,2,1,0.872,0.468,0.642,0.408,0.662,0.302,4.92,0.75302,0.56112,0.50279,0.24681,0.20755,0.3453,0.43609833333333337,0.26655333333333336,0.6056433333333334,0.03787524459985434,1071.89,4235721.11,7404589.22,-4.429964057956808,210.066,112.85
590,CASP16.M1224TS304_1,2,1,0.707,0.388,0.625,0.17,0.333,0.143,23.104,0.75832,0.56022,0.49986,0.24086,0.19852,0.327,0.4307966666666666,0.25545999999999996,0.6061333333333333,0.028197398332633836,657.597,1827504.29,2915208.19,-3.0095443200206202,195.397,61.1624
591,CASP16.M1224TS304_2,2,1,0.721,0.417,0.625,0.163,0.393,0.149,29.308,0.7688,0.56715,0.5068,0.24755,0.22165,0.33606,0.44133500000000003,0.26842000000000005,0.6142500000000001,0.030713505002904637,839.982,1562866.76,3187159.84,-3.130240446387117,159.048,57.281
592,CASP16.M1224TS304_3,2,1,0.634,0.326,0.592,0.135,0.328,0.125,22.738,0.7585,0.57054,0.5078,0.25976,0.20536,0.33824,0.4400333333333334,0.2677866666666667,0.61228,0.035099638914842406,1000.8,3783713.49,7125072.07,-3.5176158318744104,136.169,174.239
593,CASP16.M1224TS304_4,2,1,0.716,0.396,0.617,0.173,0.388,0.139,29.023,0.76518,0.55951,0.5022,0.2517,0.21507,0.34132,0.43916333333333335,0.26936333333333334,0.6089633333333333,0.03958074738158537,1038.25,2833828.26,5533179.18,-2.359883883258128,207.163,98.0284
594,CASP16.M1224TS304_5,2,1,0.678,0.354,0.633,0.19,0.353,0.154,18.559,0.75903,0.57208,0.51548,0.25895,0.20939,0.34427,0.44320000000000004,0.27087,0.61553,0.03233271514451417,654.08,2089664.78,4198480.55,-2.704719735079505,132.452,76.0146
595,CASP16.M1224TS325_1,2,1,0.85,0.442,0.631,0.365,0.644,0.238,5.557,0.75346,0.57009,0.50647,0.25577,0.20252,0.35541,0.44062,0.2712333333333334,0.6100066666666667,0.04486528072411602,1371.91,5435423.03,10252106.57,-1.8104942171772904,309.723,183.605
596,CASP16.M1224TS325_2,2,1,0.878,0.488,0.643,0.416,0.63,0.335,4.805,0.75947,0.56456,0.50387,0.24657,0.19835,0.34074,0.4355933333333334,0.26188666666666666,0.6093000000000001,0.04549165000244102,1134.37,4612247.76,7693277.21,-6.666721000270413,213.946,130.312
597,CASP16.M1224TS325_4,2,1,0.871,0.466,0.626,0.323,0.583,0.252,5.016,0.75257,0.56342,0.50291,0.26763,0.22562,0.3572,0.44489166666666663,0.2834833333333333,0.6063,0.041759236341226816,1281.03,3926083.54,6549785.08,-2.2006400133048274,211.434,116.379
598,CASP16.M1224TS325_5,2,1,0.887,0.492,0.628,0.382,0.688,0.319,4.537,0.7533,0.56147,0.50462,0.24737,0.18871,0.34941,0.43414666666666657,0.26182999999999995,0.6064633333333332,0.04640409581770655,1312.69,4625604.22,8504749.38,-6.053292088637695,275.934,137.783
599,CASP16.M1224TS338_1,2,1,0.802,0.388,0.64,0.41,0.576,0.276,6.861,0.76855,0.57393,0.51186,0.24695,0.21519,0.34193,0.4430683333333334,0.26802333333333334,0.6181133333333334,0.05077538565302007,1040.67,2659630.51,5340566.58,-3.6872435093376907,181.587,136.669
600,CASP16.M1224TS338_2,2,1,0.795,0.381,0.636,0.419,0.59,0.283,7.033,0.77085,0.57932,0.51535,0.26983,0.23362,0.3575,0.45441166666666666,0.2869833333333333,0.62184,0.04358562957304457,932.182,2485537.61,4954967.57,-3.025746662789355,198.509,94.4499
601,CASP16.M1224TS338_3,2,1,0.784,0.371,0.633,0.4,0.607,0.267,7.374,0.76761,0.57529,0.51119,0.26834,0.23103,0.35488,0.45138999999999996,0.28475,0.61803,0.03695268703570918,1071.93,2850537.3,5642244.28,-5.501319279927092,203.934,117.019
602,CASP16.M1224TS338_4,2,1,0.797,0.379,0.628,0.403,0.571,0.261,6.893,0.76304,0.57544,0.51215,0.27013,0.23505,0.35402,0.45163833333333336,0.2864,0.6168766666666667,0.04461529231462578,1152.8,2905119.45,6002409.03,-5.452867984845887,194.292,120.243
603,CASP16.M1224TS338_5,2,1,0.782,0.371,0.627,0.399,0.56,0.283,7.404,0.76525,0.57186,0.51053,0.25851,0.22555,0.35111,0.44713500000000006,0.27838999999999997,0.6158800000000001,0.05172128177878221,1061.08,2869735.52,5798144.23,-3.524638339675138,229.905,116.678
604,CASP16.M1224TS369_1,2,1,0.594,0.329,0.379,0.019,0.259,0.002,26.668,0.72101,0.5395,0.47802,0.21455,0.12103,0.36052,0.40577166666666664,0.23203333333333334,0.57951,0.09965962331480115,5743.61,18072018.14,42281499.8,-0.5618832047608779,-7925.819,1312.12
605,CASP16.M1224TS369_2,2,1,0.838,0.438,0.629,0.453,0.699,0.309,6.171,0.74942,0.55944,0.50035,0.24655,0.19362,0.34485,0.4323716666666667,0.26167333333333337,0.6030700000000001,0.048282010224897934,1195.26,5331406.16,9029081.74,-4.728999810254859,290.76,163.76
606,CASP16.M1224TS369_3,2,1,0.239,0.188,0.045,0.002,0.167,0.0,42.382,0.70251,0.58271,0.50308,0.26183,0.15274,0.42647,0.4382233333333333,0.2803466666666667,0.5961,0.10927915247584369,2551.17,65045678.49,128435785.23,-5.005910315991362,1257.034,3799.75
607,CASP16.M1224TS369_4,2,1,0.577,0.304,0.412,0.0,0.297,0.001,23.201,0.71712,0.55633,0.49644,0.2235,0.1346,0.37335,0.41689,0.24381666666666668,0.5899633333333333,0.09444681022214355,4756.37,20129577.17,47080520.02,-0.006040342790523771,99.371,1383.18
608,CASP16.M1224TS369_5,2,1,0.235,0.183,0.006,0.006,0.247,0.0,46.855,0.70002,0.54263,0.47908,0.23958,0.14839,0.36754,0.4128733333333333,0.25183666666666665,0.5739099999999999,0.07967338059925169,6843.48,15407594.0,32778250.75,-0.024753247630150986,-5516.737,963.453
609,CASP16.M1224TS450_1,2,1,0.674,0.357,0.598,0.127,0.372,0.154,20.719,0.75529,0.56743,0.50599,0.26139,0.2065,0.34453,0.4401883333333334,0.2708066666666667,0.6095700000000001,0.03705778398766899,1281.49,6011998.49,10878103.17,-0.578054397477837,211.393,248.354
