,model,num_rna_chains,num_prot_chains,tm,oligo_gdtts,bb_lddt,ics,ips,ilddt,rmsd,CARP:bb_lddt,CARP:oligo_gdtts,CARP:oligo_gdtha,CARP:ilddt,CARP:ics,CARP:ips,CARP:Merged,CARP:Iface,CARP:Fold,CARP:RP,FTDMP,DARS-RNP,QUASI-RNP,DRPScore,ITScore-PR,3dRPC
724,CASP16.M1282TS033_1,1,1,0.779,0.753,0.782,0.0,0.0,0.0,22.558,0.88643,0.7617,0.73482,0.10255,0.05078,0.18158,0.4529766666666667,0.11163666666666666,0.7943166666666667,0.04875795229454525,137.728,876926.64,1371757.83,-3.4515856434641052,92.07,21.7834
725,CASP16.M1282TS033_2,1,1,0.775,0.749,0.776,0.0,0.012,0.0,23.192,0.89931,0.76318,0.73397,0.11901,0.06885,0.21354,0.46631000000000006,0.1338,0.7988200000000001,0.08198709397111088,289.274,1817091.28,2775805.17,-4.55297955335446,143.549,52.5511
726,CASP16.M1282TS033_3,1,1,0.781,0.762,0.789,0.0,0.015,0.0,23.624,0.89782,0.76828,0.74089,0.11764,0.06543,0.20277,0.4654716666666667,0.12861333333333333,0.80233,0.053290748479776086,132.828,1185355.54,1609508.02,-7.820521345492187,88.725,36.6909
727,CASP16.M1282TS033_4,1,1,0.779,0.757,0.766,0.0,0.014,0.0,17.574,0.89015,0.75058,0.72231,0.1404,0.09656,0.22845,0.4714083333333333,0.15513666666666667,0.7876799999999999,0.09495531899156048,312.344,1607018.79,2322261.79,-4.9935940866362065,169.501,46.8943
728,CASP16.M1282TS033_5,1,1,0.786,0.772,0.791,0.0,0.174,0.002,13.439,0.89495,0.76638,0.74163,0.16235,0.14044,0.30111,0.5011433333333334,0.2013,0.8009866666666667,0.12683871621266005,291.852,2134994.99,3202526.0,-7.417124337304719,181.072,85.0643
729,CASP16.M1282TS063_1,1,1,0.782,0.743,0.774,0.0,0.071,0.011,11.645,0.89472,0.758,0.7319,0.15691,0.11062,0.2694,0.486925,0.17897666666666665,0.7948733333333333,0.09557536460924895,179.713,1612437.6,2490026.41,-7.1291928608453174,102.827,61.0898
730,CASP16.M1282TS063_2,1,1,0.782,0.743,0.775,0.0,0.421,0.031,10.709,0.89343,0.76227,0.73094,0.14309,0.10489,0.27602,0.48510666666666663,0.17466666666666666,0.7955466666666666,0.09460780941881239,224.114,1321580.25,2914264.91,-4.8081116351814535,130.833,66.1512
731,CASP16.M1282TS063_3,1,1,0.776,0.742,0.771,0.0,0.136,0.006,19.443,0.88857,0.76602,0.73397,0.17202,0.12075,0.28168,0.493835,0.1914833333333333,0.7961866666666667,0.128433669032529,131.763,1391313.47,2586403.91,-6.824874929327996,137.868,43.7313
732,CASP16.M1282TS063_4,1,1,0.784,0.745,0.776,0.0,0.121,0.021,11.484,0.88872,0.76212,0.73084,0.14128,0.11068,0.27563,0.4848783333333334,0.17586333333333334,0.7938933333333335,0.10053010217379778,205.2,1683009.47,2516253.72,-6.00803672596573,148.66,60.7823
733,CASP16.M1282TS063_5,1,1,0.78,0.746,0.778,0.0,0.051,0.023,24.345,0.88175,0.74679,0.71832,0.13031,0.10245,0.23114,0.46846,0.15463333333333332,0.7822866666666667,0.08052554656751454,97.026,963998.16,1540761.87,-3.567882321334245,85.279,26.7519
734,CASP16.M1282TS091_1,1,1,0.783,0.765,0.789,0.0,0.014,0.0,22.298,0.88729,0.76521,0.7386,0.10812,0.05661,0.19265,0.45807999999999993,0.11912666666666666,0.7970333333333333,0.04443891089322278,233.954,1619898.65,2468177.28,-4.603758642300411,202.872,52.2798
735,CASP16.M1282TS091_2,1,1,0.775,0.75,0.776,0.0,0.026,0.0,22.826,0.88577,0.75355,0.7211,0.13345,0.07002,0.23913,0.46717,0.14753333333333335,0.7868066666666667,0.06502432802226396,199.202,1514341.96,2429238.14,-6.431011536391957,159.544,47.7611
736,CASP16.M1282TS091_3,1,1,0.775,0.744,0.768,0.0,0.184,0.0,14.084,0.89482,0.76826,0.73511,0.12563,0.05953,0.24281,0.47102666666666665,0.14265666666666665,0.7993966666666666,0.09720743218204006,349.224,3247914.77,5122187.96,-2.7033140886949196,292.531,128.998
737,CASP16.M1282TS091_4,1,1,0.791,0.755,0.774,0.037,0.288,0.059,14.508,0.89334,0.76922,0.73753,0.12939,0.08687,0.24194,0.4763816666666667,0.15273333333333333,0.80003,0.08026637209113688,427.085,3014261.98,3970867.03,-1.4969857805693036,324.189,101.748
738,CASP16.M1282TS091_5,1,1,0.787,0.754,0.778,0.0,0.368,0.007,16.142,0.89896,0.77617,0.74777,0.14947,0.09487,0.27809,0.49088833333333337,0.17414333333333332,0.8076333333333334,0.12409752365201712,417.888,2897108.03,4353921.72,-3.62113428645097,273.442,105.487
739,CASP16.M1282TS110_1,1,1,0.78,0.764,0.791,0.0,0.016,0.0,22.695,0.88937,0.7625,0.73323,0.10923,0.06153,0.18326,0.45652000000000004,0.11800666666666666,0.7950333333333334,0.03558757418068125,237.646,1084914.38,1468094.28,-3.389002299516797,111.835,41.0608
740,CASP16.M1282TS110_2,1,1,0.781,0.766,0.782,0.0,0.029,0.0,21.995,0.88835,0.75073,0.72178,0.10472,0.06704,0.18473,0.45289166666666664,0.11882999999999999,0.7869533333333333,0.03263522355700843,181.333,1058873.61,1508246.98,-6.7385980895181135,109.357,35.7401
741,CASP16.M1282TS110_3,1,1,0.775,0.751,0.782,0.0,0.015,0.0,22.583,0.88598,0.75636,0.72623,0.09077,0.05312,0.15985,0.44538500000000003,0.10124666666666667,0.7895233333333334,0.026719176850019725,203.777,985879.42,1289889.94,-5.160040279405971,87.803,31.4189
742,CASP16.M1282TS110_4,1,1,0.779,0.758,0.78,0.0,0.029,0.0,23.029,0.8912,0.76244,0.73248,0.12175,0.05922,0.21236,0.46324166666666666,0.13110999999999998,0.7953733333333334,0.05592344631440936,174.824,1428835.36,2098286.23,-7.284435715142343,107.98,41.0349
743,CASP16.M1282TS110_5,1,1,0.782,0.765,0.782,0.0,0.027,0.0,23.156,0.88526,0.75226,0.72062,0.11229,0.05379,0.19689,0.45351833333333336,0.12099,0.7860466666666667,0.04668469419702888,155.609,1097954.98,1712778.58,-6.977975747050273,93.455,36.6082
744,CASP16.M1282TS143_1,1,1,0.78,0.753,0.685,0.05,0.12,0.002,23.153,0.88971,0.76697,0.7389,0.13872,0.0768,0.26059,0.478615,0.15870333333333334,0.7985266666666667,0.09761793764773756,222.278,1205947.29,2761606.8,-2.3375938806941057,58.169,120.299
745,CASP16.M1282TS143_2,1,1,0.788,0.754,0.734,0.0,0.279,0.008,9.264,0.90287,0.77016,0.74036,0.17237,0.12951,0.28649,0.5002933333333333,0.19612333333333334,0.8044633333333332,0.10696794410469011,230.175,1330043.97,2179640.76,-6.137777934723839,136.461,65.2378
746,CASP16.M1282TS167_1,1,1,0.761,0.712,0.677,0.0,0.068,0.016,18.578,0.74293,0.54861,0.4256,0.12199,0.0752,0.25051,0.36080666666666666,0.14923333333333333,0.57238,0.08806696152314544,137.321,1658113.21,3156713.44,-3.3686097171006213,53.212,66.6269
747,CASP16.M1282TS167_2,1,1,0.782,0.702,0.667,0.022,0.254,0.053,8.508,0.74361,0.53826,0.42941,0.10584,0.07534,0.26043,0.35881500000000005,0.14720333333333332,0.5704266666666667,0.09235032574506477,163.676,1469264.81,2688474.21,-4.277358192329171,111.492,74.138
748,CASP16.M1282TS167_3,1,1,0.761,0.709,0.67,0.0,0.0,0.0,20.672,0.76099,0.55387,0.44216,0.07988,0.03301,0.17461,0.3407533333333333,0.09583333333333333,0.5856733333333333,0.05044008637778461,101.667,716727.49,1671454.03,-6.944464815194849,59.898,29.3833
749,CASP16.M1282TS167_4,1,1,0.779,0.756,0.777,0.0,0.016,0.0,23.524,0.89384,0.75312,0.72908,0.09748,0.06176,0.16563,0.4501516666666666,0.10829,0.7920133333333332,0.03337929568951949,117.597,830892.49,1131527.45,-3.1212829728493903,69.81,28.8018
750,CASP16.M1282TS167_5,1,1,0.787,0.753,0.791,0.0,0.091,0.003,11.494,0.88203,0.7607,0.73405,0.11875,0.07052,0.25019,0.46937333333333336,0.14648666666666668,0.7922600000000001,0.0853732082992792,209.425,1653238.16,2417234.76,-4.256114603814543,145.17,61.735
751,CASP16.M1282TS204_1,1,1,0.786,0.737,0.734,0.041,0.447,0.065,13.48,0.90353,0.78308,0.74326,0.19735,0.12006,0.31506,0.51039,0.21082333333333333,0.8099566666666668,,521.522,4214917.3,7365057.18,-1.5292822476234416,366.294,161.805
752,CASP16.M1282TS204_2,1,1,0.782,0.749,0.739,0.0,0.298,0.007,10.918,0.85659,0.72157,0.67102,0.22209,0.1537,0.33429,0.49321,0.23669333333333334,0.7497266666666667,,447.623,3182963.31,5365008.03,-3.515478099806505,336.799,-0.0
753,CASP16.M1282TS204_3,1,1,0.776,0.734,0.726,0.0,0.208,0.01,14.951,0.89274,0.78409,0.74533,0.16178,0.0839,0.28184,0.4916133333333333,0.17584,0.8073866666666666,,600.5,5509549.99,8554872.36,-0.12752091267897134,517.631,183.467
754,CASP16.M1282TS204_4,1,1,0.785,0.747,0.745,0.0,0.293,0.021,14.35,0.85815,0.71893,0.66617,0.20666,0.17316,0.35327,0.4960566666666667,0.24436333333333335,0.74775,,543.355,3312411.89,5578215.96,-2.117031363425427,363.708,-0.0
755,CASP16.M1282TS204_5,1,1,0.773,0.738,0.749,0.0,0.206,0.004,12.932,0.88969,0.76908,0.74487,0.13679,0.11015,0.26506,0.48594000000000004,0.17066666666666666,0.8012133333333334,,306.39,2128559.9,3473156.09,-5.74472832985866,270.944,89.2758
756,CASP16.M1282TS231_1,1,1,0.782,0.747,0.778,0.0,0.25,0.004,16.098,0.88975,0.76396,0.73384,0.14862,0.1354,0.27179,0.49056,0.18526999999999996,0.7958500000000001,0.11133430043701081,216.342,1425519.45,2289512.83,-2.581414875368616,144.261,44.5181
757,CASP16.M1282TS231_2,1,1,0.788,0.757,0.773,0.0,0.333,0.009,16.638,0.89351,0.76657,0.73983,0.1523,0.12134,0.27779,0.49189000000000005,0.18381,0.7999700000000001,0.11718348617432639,257.542,1655170.32,2679982.25,-2.515271114234521,201.146,58.0565
758,CASP16.M1282TS235_1,1,1,0.78,0.76,0.782,0.0,0.015,0.0,23.397,0.89067,0.75177,0.72307,0.11459,0.05732,0.20054,0.45632666666666666,0.12414999999999998,0.7885033333333333,0.05131397204240784,139.79,1171277.84,1763797.98,-4.316385241629473,81.035,35.3405
759,CASP16.M1282TS235_2,1,1,0.78,0.759,0.774,0.0,0.015,0.0,15.752,0.88944,0.75883,0.7333,0.11684,0.09408,0.21301,0.46758333333333335,0.14131,0.7938566666666667,0.07725417070323601,204.388,1082452.81,1473120.68,-4.567279799865081,77.022,39.424
760,CASP16.M1282TS235_3,1,1,0.781,0.76,0.783,0.0,0.015,0.001,16.164,0.88611,0.76224,0.7373,0.12444,0.09649,0.2327,0.4732133333333333,0.15120999999999998,0.7952166666666667,0.06692373739788308,176.426,1139513.63,1542471.76,-1.4456432729432505,162.261,38.1975
761,CASP16.M1282TS235_4,1,1,0.78,0.752,0.777,0.0,0.104,0.002,12.328,0.89644,0.77445,0.74878,0.12729,0.09517,0.2531,0.48253833333333335,0.15852,0.8065566666666667,0.08448788900859654,197.619,1623979.48,2552176.38,-5.377311799182052,151.601,58.7696
762,CASP16.M1282TS235_5,1,1,0.778,0.754,0.774,0.0,0.0,0.0,17.246,0.88224,0.74991,0.72052,0.11945,0.07416,0.20886,0.45919,0.13415666666666667,0.7842233333333333,0.0663209256978007,175.203,940505.01,1270543.27,-6.29988987899725,171.564,31.9311
763,CASP16.M1282TS241_1,1,1,0.78,0.753,0.772,0.0,0.029,0.0,14.38,0.88605,0.74577,0.71677,0.13097,0.09662,0.23701,0.46886500000000003,0.15486666666666668,0.7828633333333334,,190.766,1343642.73,1954542.26,-4.819233303564036,148.499,47.1387
764,CASP16.M1282TS241_2,1,1,0.783,0.771,0.771,0.0,0.013,0.0,21.748,0.89517,0.76223,0.73161,0.15211,0.09908,0.25927,0.483245,0.17015333333333335,0.7963366666666666,,314.27,1835859.23,2923615.71,-3.3742247894807664,238.618,54.4611
765,CASP16.M1282TS241_3,1,1,0.78,0.758,0.77,0.0,0.0,0.0,17.819,0.88689,0.74828,0.71779,0.14812,0.11148,0.24739,0.47665833333333335,0.16899666666666668,0.78432,,336.858,2202566.99,2999068.91,-1.835325756067025,204.245,70.8976
766,CASP16.M1282TS241_4,1,1,0.776,0.753,0.78,0.0,0.016,0.0,23.013,0.89074,0.7568,0.73034,0.10337,0.06132,0.18578,0.45472500000000005,0.11682333333333333,0.7926266666666667,,153.345,1006725.1,1515339.19,-5.0875754683508525,105.179,26.636
767,CASP16.M1282TS241_5,1,1,0.781,0.768,0.787,0.0,0.031,0.0,22.936,0.88624,0.76852,0.73886,0.11798,0.07181,0.21163,0.46584,0.13380666666666666,0.7978733333333333,,126.174,1062379.06,1492667.96,-8.427507038299808,84.894,33.8206
768,CASP16.M1282TS262_1,1,1,0.766,0.723,0.709,0.047,0.119,0.031,22.188,0.89327,0.75866,0.72947,0.13135,0.09515,0.26864,0.47942333333333337,0.16504666666666667,0.7938000000000001,0.08677320488495752,288.808,1584331.68,2585124.7,-1.4540388753969078,213.385,67.8187
769,CASP16.M1282TS262_2,1,1,0.778,0.747,0.764,0.0,0.014,0.0,14.087,0.88617,0.74872,0.72046,0.12898,0.09516,0.23537,0.46914333333333336,0.15317,0.7851166666666667,0.07904413130600005,211.663,1138127.1,1651070.91,-2.1889619966644216,157.215,41.0257
770,CASP16.M1282TS262_3,1,1,0.767,0.726,0.709,0.071,0.099,0.036,22.251,0.89527,0.75707,0.73058,0.146,0.09587,0.27912,0.48398500000000005,0.1736633333333333,0.7943066666666668,0.09889983884058892,199.175,1443299.96,2429384.24,-6.148342746315229,150.987,60.5865
771,CASP16.M1282TS262_4,1,1,0.774,0.743,0.766,0.0,0.028,0.0,21.858,0.89368,0.76872,0.7395,0.12508,0.06713,0.22834,0.4704083333333333,0.14018333333333333,0.8006333333333333,0.0654631941113621,208.509,1560373.23,2348817.55,-4.836072608176942,126.157,39.4409
772,CASP16.M1282TS262_5,1,1,0.785,0.728,0.685,0.07,0.361,0.097,8.442,0.88906,0.77501,0.73384,0.18911,0.11523,0.31254,0.502465,0.20562666666666665,0.7993033333333334,0.12176315831020476,652.784,5502737.34,7512345.44,-0.022714011688712274,378.932,149.808
773,CASP16.M1282TS267_1,1,1,0.589,0.492,0.504,0.0,0.105,0.016,12.917,0.82732,0.67636,0.61302,0.0848,0.04756,0.18679,0.4059750000000001,0.10638333333333333,0.7055666666666668,0.04440986492263619,84.476,720690.84,1200450.75,-4.640233349021814,106.142,21.7913
774,CASP16.M1282TS267_2,1,1,0.589,0.492,0.504,0.0,0.105,0.016,12.916,0.82732,0.67647,0.61317,0.08481,0.04756,0.18678,0.40601833333333326,0.10638333333333333,0.7056533333333332,0.044428839680040265,84.424,720690.84,1200450.75,-4.640975540410233,50.962,21.7913
775,CASP16.M1282TS267_3,1,1,0.589,0.492,0.504,0.0,0.105,0.016,12.916,0.8275,0.67656,0.61333,0.08481,0.04762,0.18682,0.40610666666666667,0.10641666666666667,0.7057966666666666,0.044409350404748686,84.417,717045.81,1200450.75,-4.641088224853122,66.245,21.7913
776,CASP16.M1282TS267_4,1,1,0.589,0.493,0.504,0.0,0.105,0.016,12.916,0.82779,0.67742,0.61454,0.08556,0.0486,0.18747,0.40689666666666663,0.10720999999999999,0.7065833333333332,0.04326425632170867,84.454,718623.24,1197635.03,-4.6377006901509095,52.731,21.7913
777,CASP16.M1282TS267_5,1,1,0.589,0.492,0.504,0.0,0.105,0.016,12.912,0.82819,0.6777,0.61471,0.08475,0.04831,0.18754,0.40686666666666665,0.10686666666666667,0.7068666666666666,0.043734908278565854,84.479,718778.13,1197654.35,-4.636903462750977,82.289,20.3592
778,CASP16.M1282TS272_1,1,1,0.801,0.784,0.776,0.058,0.405,0.056,15.219,0.91065,0.7795,0.7485,0.18661,0.10978,0.30009,0.5058549999999999,0.19882666666666668,0.8128833333333333,0.12197536854073407,305.107,2980255.08,6207358.74,-0.1765695714748907,149.443,147.987
779,CASP16.M1282TS272_2,1,1,0.793,0.781,0.717,0.036,0.269,0.004,17.546,0.89883,0.77774,0.73753,0.21183,0.12929,0.32071,0.512655,0.22060999999999997,0.8047,0.1305502125993371,369.971,4528760.98,8133661.46,-1.0546006334173321,13.383,183.36
780,CASP16.M1282TS272_3,1,1,0.801,0.784,0.776,0.058,0.405,0.056,15.219,0.91065,0.7795,0.7485,0.18661,0.10978,0.30009,0.5058549999999999,0.19882666666666668,0.8128833333333333,0.12197536854073407,305.107,2980255.08,6207358.74,-0.1765695714748907,157.897,147.987
781,CASP16.M1282TS272_4,1,1,0.788,0.779,0.787,0.0,0.046,0.0,20.804,0.89344,0.76377,0.73382,0.1488,0.07017,0.2369,0.47448333333333337,0.15195666666666666,0.7970100000000001,0.07904860246926547,253.771,2206823.83,4329569.29,-4.337530389846294,193.791,92.8717
782,CASP16.M1282TS272_5,1,1,0.783,0.761,0.779,0.0,0.0,0.0,14.713,0.89959,0.76352,0.73736,0.10922,0.08586,0.21742,0.46882833333333335,0.13749999999999998,0.8001566666666667,0.059679984452668575,138.993,810322.4,1033862.38,-2.2386550598334938,105.609,27.3262
783,CASP16.M1282TS274_1,1,1,0.786,0.773,0.787,0.0,0.0,0.0,22.083,0.88667,0.75834,0.72829,0.14665,0.08498,0.246,0.475155,0.15921,0.7911,0.08229849808849395,289.583,1702017.0,2710209.09,-1.0070901256433953,173.135,68.5254
784,CASP16.M1282TS274_2,1,1,0.783,0.759,0.779,0.0,0.016,0.0,13.834,0.89233,0.76038,0.73228,0.12049,0.08836,0.23017,0.47066833333333336,0.14634,0.7949966666666667,0.06982151280390099,199.162,1026410.17,1448414.92,-4.160098963507851,61.385,34.9576
785,CASP16.M1282TS274_3,1,1,0.778,0.754,0.776,0.0,0.016,0.0,21.679,0.88979,0.7573,0.73414,0.09823,0.05403,0.19266,0.45435833333333336,0.11497333333333333,0.7937433333333334,0.04457093190285377,153.508,956367.34,1308059.4,-3.4091136147702787,91.837,29.5979
786,CASP16.M1282TS274_4,1,1,0.787,0.777,0.796,0.0,0.03,0.0,23.368,0.88663,0.75012,0.72225,0.10125,0.057,0.18187,0.4498533333333333,0.11337333333333333,0.7863333333333333,0.04453770460095257,131.142,1141681.17,1578897.15,-7.705971929958423,77.526,40.2864
787,CASP16.M1282TS274_5,1,1,0.782,0.769,0.781,0.0,0.016,0.0,23.757,0.88393,0.75246,0.7269,0.1043,0.06067,0.17726,0.45092000000000004,0.11407666666666667,0.7877633333333334,0.03176129797939211,143.052,779312.55,1150365.54,-6.811697524508878,71.989,27.4713
788,CASP16.M1282TS286_1,1,1,0.782,0.75,0.763,0.0,0.31,0.002,16.272,0.88711,0.75505,0.72772,0.12887,0.10745,0.24857,0.4757950000000001,0.16163000000000002,0.7899600000000001,0.09971104949945586,205.335,1427704.74,2355459.2,-2.4217817650942397,180.236,47.608
789,CASP16.M1282TS286_2,1,1,0.766,0.73,0.748,0.0,0.175,0.0,18.78,0.89047,0.76083,0.73145,0.14664,0.11418,0.26702,0.48509833333333335,0.17594666666666667,0.79425,0.11233090045861899,292.518,1533874.9,2247075.43,-1.6533221967651808,233.161,40.5838
790,CASP16.M1282TS286_3,1,1,0.775,0.744,0.765,0.0,0.156,0.002,13.743,0.89142,0.75752,0.72957,0.13694,0.10702,0.25198,0.47907500000000003,0.16531333333333334,0.7928366666666667,0.098714649816975,202.135,1373204.62,1972711.09,-4.830229524825437,147.352,37.054
791,CASP16.M1282TS286_4,1,1,0.78,0.746,0.742,0.0,0.22,0.007,17.907,0.89378,0.77134,0.74504,0.15227,0.13554,0.26563,0.4939333333333333,0.18447999999999998,0.8033866666666666,0.11454120464622974,263.611,1282751.05,1786127.02,-7.75646247169001,229.398,31.8655
792,CASP16.M1282TS286_5,1,1,0.783,0.761,0.776,0.0,0.0,0.0,13.561,0.89246,0.75769,0.73103,0.09578,0.07222,0.17691,0.45434833333333335,0.11497000000000002,0.7937266666666667,0.046515327278757464,129.237,594334.51,853705.76,-3.568794089506373,87.131,20.6641
793,CASP16.M1282TS294_1,1,1,0.78,0.754,0.779,0.0,0.179,0.004,14.044,0.89825,0.77164,0.74646,0.15577,0.13111,0.28974,0.4988283333333333,0.19220666666666666,0.80545,0.12569726258516312,240.756,1861218.37,2922691.82,-4.424062546914967,216.123,62.4462
794,CASP16.M1282TS294_2,1,1,0.79,0.756,0.791,0.048,0.268,0.084,17.161,0.90261,0.77012,0.74476,0.12399,0.09302,0.22911,0.4772683333333333,0.14870666666666668,0.8058299999999999,0.06544745899736881,158.244,1011681.97,1431609.31,-3.8794357846225256,82.79,37.1733
795,CASP16.M1282TS294_3,1,1,0.805,0.772,0.794,0.0,0.456,0.066,6.937,0.89601,0.78073,0.75202,0.13892,0.0796,0.24257,0.4816416666666667,0.15369666666666668,0.8095866666666667,0.08239624323323369,279.176,1964739.58,2827992.53,-5.766009475021222,201.903,66.8028
796,CASP16.M1282TS294_4,1,1,0.781,0.751,0.782,0.0,0.116,0.002,11.664,0.89687,0.77029,0.74273,0.12479,0.09267,0.26631,0.4822766666666667,0.16125666666666666,0.8032966666666667,0.09558185040950776,224.673,1644150.38,2984719.49,-4.24362712619586,194.651,69.904
797,CASP16.M1282TS294_5,1,1,0.776,0.747,0.758,0.0,0.18,0.005,12.429,0.89593,0.76864,0.74408,0.13149,0.10492,0.24936,0.4824033333333333,0.16192333333333334,0.8028833333333333,0.08620002085808665,236.972,1535879.11,2303600.11,-3.2138063577725915,156.659,53.0494
798,CASP16.M1282TS294_6,1,1,0.78,0.754,0.779,0.0,0.179,0.004,14.044,0.89825,0.77164,0.74646,0.15577,0.13111,0.28974,0.4988283333333333,0.19220666666666666,0.80545,0.12569726258516312,240.756,1861218.37,2922691.82,-4.424062546914967,179.371,62.4462
799,CASP16.M1282TS304_1,1,1,0.785,0.775,0.782,0.0,0.016,0.0,23.384,0.89517,0.7647,0.74019,0.09867,0.05484,0.17318,0.45445833333333335,0.10889666666666666,0.8000200000000001,,145.03,926189.15,1300061.64,-2.671369449075206,74.114,33.7325
800,CASP16.M1282TS304_2,1,1,0.786,0.767,0.786,0.0,0.031,0.0,14.475,0.89005,0.76315,0.73479,0.12415,0.09408,0.24258,0.47480000000000006,0.15360333333333331,0.7959966666666668,,181.097,1298596.18,1803597.52,-0.09263857279692776,105.549,38.6353
801,CASP16.M1282TS304_3,1,1,0.768,0.744,0.773,0.0,0.014,0.0,23.253,0.89009,0.75921,0.73286,0.11613,0.05895,0.19826,0.45925000000000005,0.12444666666666666,0.7940533333333334,,171.846,1309210.36,1993351.48,-2.065267287798909,100.639,32.2252
802,CASP16.M1282TS304_4,1,1,0.778,0.756,0.788,0.0,0.0,0.0,22.443,0.87668,0.7514,0.721,0.09579,0.04627,0.17885,0.44499833333333333,0.10697000000000001,0.7830266666666666,,138.531,1070881.35,1630227.43,-1.6884902970921323,72.154,34.1874
803,CASP16.M1282TS304_5,1,1,0.779,0.758,0.789,0.0,0.0,0.0,23.055,0.89665,0.76893,0.74569,0.07998,0.05334,0.13966,0.447375,0.09099333333333333,0.8037566666666667,,103.141,509694.74,631279.0,-3.0039116108694253,71.658,10.5331
804,CASP16.M1282TS338_1,1,1,0.784,0.759,0.78,0.0,0.028,0.002,13.961,0.88914,0.76187,0.73475,0.11502,0.07743,0.22551,0.46728666666666674,0.13932,0.7952533333333335,0.07765406719408928,231.326,1227829.82,1800764.13,-0.9333511564999522,122.327,53.1881
805,CASP16.M1282TS338_2,1,1,0.785,0.759,0.787,0.0,0.016,0.002,13.932,0.88983,0.74353,0.70874,0.09018,0.05593,0.16982,0.44300500000000004,0.10531,0.7807000000000001,0.037355847051367165,44.752,366457.09,816053.62,-4.0733822596229174,-3.459,23.165
806,CASP16.M1282TS338_3,1,1,0.786,0.759,0.769,0.0,0.034,0.004,13.537,0.89112,0.75493,0.7242,0.07475,0.05401,0.13953,0.4397566666666667,0.08943,0.7900833333333334,0.02398388539259031,54.847,536297.11,934427.13,-3.666221500979538,13.96,21.6567
807,CASP16.M1282TS338_4,1,1,0.519,0.334,0.093,0.0,0.064,0.0,20.007,0.79951,0.63964,0.55741,0.14532,0.07569,0.28678,0.41739166666666666,0.16926333333333332,0.66552,0.10351810166612269,376.759,4842984.62,9369901.12,-0.2630462251085231,187.322,208.282
