,model,num_rna_chains,num_prot_chains,tm,oligo_gdtts,bb_lddt,ics,ips,ilddt,rmsd,CARP:bb_lddt,CARP:oligo_gdtts,CARP:oligo_gdtha,CARP:ilddt,CARP:ics,CARP:ips,CARP:Merged,CARP:Iface,CARP:Fold,CARP:RP,FTDMP,DARS-RNP,QUASI-RNP,DRPScore,ITScore-PR,3dRPC
12,CASP16.M1209TS033_3,1,2,0.675,0.567,0.817,0.687,0.739,0.727,16.288,0.94252,0.82309,0.79125,0.50965,0.53362,0.61173,0.7019766666666667,0.5516666666666667,0.8522866666666667,0.09709169414709322,1719.1,3496896.11,5895289.59,-3.006885971465269,431.983,116.321
13,CASP16.M1209TS033_4,1,2,0.677,0.565,0.824,0.707,0.747,0.728,15.752,0.94102,0.82759,0.79917,0.5413,0.58919,0.64894,0.7245349999999999,0.5931433333333334,0.8559266666666666,0.12860997081734238,1686.7,3068499.22,5123503.29,-2.7878714726397993,317.346,125.634
14,CASP16.M1209TS033_5,1,2,0.856,0.788,0.823,0.688,0.725,0.724,14.661,0.93208,0.81157,0.77756,0.51059,0.51979,0.59351,0.69085,0.5412966666666666,0.8404033333333333,0.10877690062334294,1835.55,3383796.55,5649932.48,-4.926468869581361,478.054,107.44
15,CASP16.M1209TS063_1,1,2,0.679,0.584,0.848,0.913,0.906,0.928,13.1,0.94324,0.83828,0.80888,0.58075,0.65583,0.6831,0.7516799999999999,0.6398933333333333,0.8634666666666666,0.15738674760796129,1532.07,3274474.63,4176891.79,-1.3977730096013061,406.447,103.246
16,CASP16.M1209TS063_2,1,2,0.689,0.588,0.849,0.928,0.913,0.94,11.521,0.94279,0.83826,0.81008,0.57249,0.63911,0.66461,0.7445566666666668,0.6254033333333333,0.8637100000000001,0.11038225080119446,1534.81,3015124.17,3899437.73,-1.3559440019560605,412.559,104.408
17,CASP16.M1209TS063_3,1,2,0.675,0.584,0.856,0.928,0.913,0.94,13.875,0.93545,0.82655,0.79548,0.56217,0.62915,0.65768,0.7344133333333334,0.6163333333333334,0.8524933333333333,0.12437726364005358,1526.01,3049621.13,3906134.25,-1.3106364077228183,425.529,103.134
18,CASP16.M1209TS063_4,1,2,0.677,0.582,0.854,0.928,0.913,0.936,14.789,0.94526,0.84613,0.81765,0.57757,0.64135,0.67218,0.7500233333333335,0.6303666666666667,0.8696800000000001,0.12263450236059727,1530.12,3089287.32,3963769.72,-0.5103301209201674,376.049,104.645
19,CASP16.M1209TS063_5,1,2,0.68,0.588,0.84,0.924,0.913,0.939,13.43,0.94316,0.84063,0.81249,0.58292,0.65471,0.67757,0.7519133333333333,0.6384,0.8654266666666667,0.14251986439339817,1527.87,3089737.6,3943289.43,-0.7769050959971069,404.892,104.408
20,CASP16.M1209TS091_1,1,2,0.682,0.568,0.817,0.63,0.654,0.716,15.591,0.93312,0.81657,0.78773,0.47176,0.4659,0.56968,0.6741266666666667,0.5024466666666666,0.8458066666666667,0.0760729227677075,1916.02,4507074.76,6681113.52,-4.4258743342577,551.856,180.059
21,CASP16.M1209TS091_2,1,2,0.668,0.564,0.816,0.643,0.688,0.721,18.854,0.93231,0.81463,0.78761,0.46952,0.46534,0.56879,0.6730333333333334,0.5012166666666666,0.84485,0.08832777695465666,1922.08,4468153.81,5996010.85,-4.139647355866632,641.695,137.712
22,CASP16.M1209TS091_3,1,2,0.722,0.586,0.826,0.727,0.81,0.762,16.843,0.94599,0.83039,0.80683,0.51154,0.55205,0.63042,0.7128700000000001,0.56467,0.8610700000000001,0.07947024756140308,1715.75,3073853.31,4203263.92,-1.2395410054644993,404.612,80.8878
23,CASP16.M1209TS091_4,1,2,0.682,0.571,0.823,0.656,0.655,0.719,14.644,0.92952,0.81404,0.78506,0.45913,0.45967,0.55405,0.6669116666666667,0.49095000000000005,0.8428733333333334,0.07150486551005314,1951.7,4039043.78,6509982.74,-3.7500716454331586,520.343,151.73
24,CASP16.M1209TS091_5,1,2,0.697,0.573,0.815,0.653,0.676,0.716,17.25,0.9331,0.81126,0.78154,0.4787,0.46767,0.58184,0.675685,0.5094033333333333,0.8419666666666666,0.08869207774696405,1791.44,4050226.95,6154141.03,-1.2165304376775152,550.471,150.996
25,CASP16.M1209TS110_1,1,2,0.676,0.566,0.795,0.739,0.771,0.707,15.609,0.93812,0.83017,0.79538,0.54536,0.58423,0.63532,0.72143,0.5883033333333333,0.8545566666666667,0.14341851021163166,1547.3,1850735.05,3075080.47,-3.3485291513000695,323.197,73.6979
26,CASP16.M1209TS110_2,1,2,0.791,0.646,0.854,0.902,0.922,0.854,10.937,0.94214,0.83237,0.80386,0.53906,0.59898,0.65274,0.7281916666666666,0.5969266666666666,0.8594566666666666,0.13190865085634867,1659.65,3244449.98,4478293.86,-3.6584802022937883,422.378,102.806
27,CASP16.M1209TS110_3,1,2,0.738,0.598,0.872,0.916,0.936,0.916,11.914,0.94754,0.83762,0.81143,0.54708,0.61196,0.65461,0.73504,0.60455,0.86553,0.13655858407728375,1618.07,2932357.76,3988016.56,-0.7904868292556959,379.069,98.5202
28,CASP16.M1209TS110_4,1,2,0.895,0.824,0.882,0.925,0.942,0.912,9.643,0.94539,0.83643,0.80789,0.55052,0.62236,0.66496,0.737925,0.6126133333333333,0.8632366666666668,0.1625551322940737,1624.51,3077000.89,4203075.19,-2.562771688575935,410.984,109.669
29,CASP16.M1209TS110_5,1,2,0.693,0.581,0.862,0.916,0.942,0.888,11.669,0.94506,0.83281,0.80708,0.52789,0.59571,0.64455,0.7255166666666666,0.5893833333333333,0.86165,0.09844416089181322,1652.37,2711499.63,3695450.82,-1.3264976391315313,346.804,96.265
30,CASP16.M1209TS143_1,1,2,0.686,0.563,0.795,0.645,0.774,0.729,12.792,0.93921,0.83412,0.8068,0.52403,0.55213,0.6261,0.7137316666666667,0.56742,0.8600433333333334,0.10770881069038296,1687.09,3661557.66,6603228.72,-1.523265069620626,542.905,210.481
31,CASP16.M1209TS143_2,1,2,0.68,0.567,0.798,0.681,0.696,0.724,15.534,0.93553,0.81013,0.78018,0.50707,0.52702,0.61534,0.6958783333333334,0.54981,0.8419466666666667,0.09250832409597932,1693.77,2945397.49,4720617.56,-2.8908229979646993,380.051,105.346
32,CASP16.M1209TS143_3,1,2,0.68,0.566,0.783,0.619,0.668,0.719,15.246,0.92908,0.80955,0.77568,0.48451,0.47059,0.5955,0.677485,0.5168666666666667,0.8381033333333333,0.12635565199889243,1838.91,3898627.75,6609723.86,-2.466825007144782,496.093,183.281
33,CASP16.M1209TS143_4,1,2,0.682,0.566,0.816,0.764,0.793,0.728,13.838,0.94681,0.83075,0.81006,0.54108,0.60781,0.62202,0.7264216666666667,0.5903033333333333,0.8625400000000001,0.036557311848855537,1376.46,1090404.0,1486078.5,-2.6484266073357783,144.538,33.6914
34,CASP16.M1209TS143_5,1,2,0.703,0.575,0.817,0.793,0.818,0.771,9.863,0.94708,0.82498,0.80243,0.54743,0.61138,0.6313,0.7274333333333333,0.5967033333333333,0.8581633333333333,0.06405151689868945,1420.94,846633.29,1239971.41,-0.7036121410688934,159.155,26.0961
35,CASP16.M1209TS159_1,1,2,0.701,0.585,0.868,0.91,0.949,0.91,11.043,0.94372,0.83633,0.81013,0.54279,0.60477,0.65389,0.7319383333333334,0.6004833333333334,0.8633933333333333,0.11188188020023518,1629.25,2957531.21,3864760.58,-0.9164767228906541,356.391,91.2471
36,CASP16.M1209TS159_2,1,2,0.76,0.619,0.831,0.69,0.716,0.724,12.519,0.93905,0.8208,0.79465,0.51392,0.52705,0.59835,0.6989700000000001,0.54644,0.8515,0.08822402529708562,1647.53,3156627.92,4642991.33,-1.3564779251753012,307.745,102.966
37,CASP16.M1209TS159_3,1,2,0.692,0.574,0.829,0.709,0.775,0.733,16.763,0.943,0.83746,0.80721,0.56245,0.60367,0.65619,0.7349966666666667,0.6074366666666667,0.8625566666666667,0.11767248646938243,1777.89,3585738.78,5236920.95,-6.058007692196375,427.877,134.608
38,CASP16.M1209TS159_4,1,2,0.722,0.58,0.81,0.67,0.721,0.727,14.114,0.93415,0.81714,0.78925,0.49331,0.49948,0.59576,0.6881816666666667,0.5295166666666667,0.8468466666666666,0.07084506749506546,1845.26,3081435.42,4656896.77,-0.984056007941816,328.206,123.101
39,CASP16.M1209TS159_5,1,2,0.708,0.58,0.813,0.76,0.825,0.761,14.432,0.94486,0.83594,0.80778,0.52841,0.58008,0.64074,0.7229683333333334,0.5830766666666667,0.8628600000000001,0.12956900076242162,1603.64,3074568.43,4160957.21,-2.2364460772521766,319.681,88.8049
40,CASP16.M1209TS167_5,1,2,0.863,0.793,0.84,0.763,0.896,0.783,13.806,0.94245,0.82956,0.80731,0.51516,0.57044,0.63848,0.7172333333333334,0.5746933333333333,0.8597733333333334,0.08739666853289235,1713.71,3544366.85,4848349.35,-1.6055736123065127,381.053,119.773
41,CASP16.M1209TS183_1,1,2,0.678,0.589,0.868,0.928,0.913,0.943,14.211,0.94586,0.8402,0.81207,0.57709,0.6461,0.67684,0.7496933333333333,0.6333433333333334,0.8660433333333333,0.14757385398988843,1540.35,3105600.55,4012892.45,-2.125120085828545,389.413,99.6168
42,CASP16.M1209TS183_2,1,2,0.678,0.592,0.857,0.928,0.913,0.917,14.447,0.94516,0.83945,0.81124,0.57661,0.64665,0.67616,0.7492116666666666,0.63314,0.8652833333333333,0.14875896369630937,1540.71,3092831.78,3987260.72,-2.1611521468627126,399.324,99.6168
43,CASP16.M1209TS183_3,1,2,0.678,0.591,0.873,0.928,0.913,0.942,14.525,0.94246,0.83892,0.80929,0.57838,0.64784,0.67787,0.7491266666666667,0.6346966666666667,0.8635566666666666,0.13243560803211948,1539.17,3059336.43,3956664.18,-2.2067505653180266,405.141,99.3699
44,CASP16.M1209TS183_4,1,2,0.682,0.589,0.859,0.928,0.913,0.931,10.377,0.94374,0.84152,0.81408,0.58025,0.64553,0.66518,0.7483833333333334,0.6303200000000001,0.8664466666666667,0.12004401781778143,1538.69,3091769.85,3985853.23,-2.1803491356361246,388.073,99.3699
45,CASP16.M1209TS183_5,1,2,0.678,0.592,0.856,0.928,0.913,0.931,13.443,0.9392,0.84494,0.81429,0.56746,0.63138,0.66117,0.7430733333333334,0.6200033333333334,0.8661433333333334,0.11786209860210875,1538.3,3126501.78,4039075.59,-1.4714230659933483,389.399,99.3699
46,CASP16.M1209TS189_1,1,2,0.68,0.584,0.853,0.907,0.9,0.895,10.863,0.94182,0.8425,0.80992,0.57454,0.64465,0.67528,0.7481183333333333,0.63149,0.8647466666666667,0.1384577753895428,1554.72,3043569.72,4006559.51,-1.1118468771259498,358.524,96.7269
47,CASP16.M1209TS189_2,1,2,0.679,0.558,0.748,0.84,0.852,0.756,13.016,0.94777,0.85313,0.82029,0.57507,0.62285,0.67657,0.74928,0.62483,0.87373,0.1759169870056212,1655.68,3242985.41,4413694.84,-2.6988549968276176,403.159,98.1749
48,CASP16.M1209TS189_3,1,2,0.677,0.552,0.754,0.809,0.818,0.776,11.168,0.94069,0.84434,0.80748,0.57146,0.64215,0.67425,0.7467283333333333,0.6292866666666667,0.86417,0.17402978851459922,1588.6,3509613.77,4681569.4,-1.3899399631347225,463.969,102.477
49,CASP16.M1209TS189_4,1,2,0.67,0.557,0.769,0.864,0.871,0.779,13.237,0.93958,0.84027,0.80758,0.56578,0.63612,0.66713,0.7427433333333333,0.62301,0.8624766666666667,0.15247826040722431,1561.06,3236468.31,4208153.94,-2.1282182473771396,420.691,97.471
50,CASP16.M1209TS189_5,1,2,0.7,0.553,0.77,0.877,0.885,0.8,11.522,0.93962,0.8473,0.81505,0.57625,0.6498,0.67774,0.75096,0.6345966666666666,0.8673233333333333,0.1496531471493654,1645.14,3235765.34,4086211.78,-1.7543244730031886,423.962,95.9245
51,CASP16.M1209TS208_1,1,2,0.863,0.815,0.844,0.796,0.831,0.79,13.503,0.9418,0.83039,0.8024,0.52512,0.57129,0.64804,0.7198399999999999,0.5814833333333332,0.8581966666666666,0.11070508442353455,1758.06,3738079.11,5408172.07,-1.125746657064445,402.303,123.486
52,CASP16.M1209TS208_2,1,2,0.726,0.587,0.825,0.74,0.779,0.722,15.931,0.94167,0.83008,0.79714,0.56171,0.61133,0.64826,0.7316983333333333,0.6071,0.8562966666666666,0.10211592582054436,1581.22,1895971.37,3041363.75,-3.2330198122486573,309.456,76.9499
53,CASP16.M1209TS208_3,1,2,0.726,0.587,0.825,0.74,0.779,0.722,15.931,0.94167,0.83008,0.79714,0.56171,0.61133,0.64826,0.7316983333333333,0.6071,0.8562966666666666,0.10211592582054436,1581.22,1895971.37,3041363.75,-3.2330198122486573,292.341,76.9499
54,CASP16.M1209TS208_4,1,2,0.726,0.587,0.825,0.74,0.779,0.722,15.931,0.94167,0.83008,0.79714,0.56171,0.61133,0.64826,0.7316983333333333,0.6071,0.8562966666666666,0.10211592582054436,1581.22,1895971.37,3041363.75,-3.2330198122486573,298.412,76.9499
55,CASP16.M1209TS208_5,1,2,0.726,0.587,0.825,0.74,0.779,0.722,15.931,0.94167,0.83008,0.79714,0.56171,0.61133,0.64826,0.7316983333333333,0.6071,0.8562966666666666,0.10211592582054436,1581.22,1895971.37,3041363.75,-3.2330198122486573,301.563,76.9499
56,CASP16.M1209TS231_1,1,2,0.69,0.577,0.865,0.91,0.936,0.899,13.056,0.94381,0.84,0.81222,0.54913,0.6141,0.6596,0.7364766666666666,0.6076099999999999,0.8653433333333332,0.11836953398305923,1603.19,2670008.95,3579338.01,-0.8600644472876544,368.554,97.2667
57,CASP16.M1209TS231_2,1,2,0.902,0.858,0.883,0.92,0.935,0.908,9.523,0.94549,0.83784,0.81063,0.55672,0.62113,0.65839,0.7383666666666667,0.6120800000000001,0.8646533333333334,0.13768587817903608,1609.79,3167876.61,4208672.16,-1.0880191441313656,373.828,102.69
58,CASP16.M1209TS231_3,1,2,0.904,0.847,0.886,0.901,0.942,0.919,7.823,0.94634,0.83398,0.80999,0.54909,0.61764,0.65511,0.7353583333333333,0.6072799999999999,0.8634366666666667,0.10648197280825115,1622.07,2899540.97,3729515.35,-0.5570525902062321,338.563,81.4999
59,CASP16.M1209TS231_4,1,2,0.905,0.875,0.88,0.925,0.964,0.917,9.273,0.94313,0.8352,0.80853,0.53668,0.60152,0.65177,0.7294716666666666,0.5966566666666667,0.8622866666666665,0.10528899915370857,1615.53,2917705.7,3753025.01,-0.9988811939828158,342.348,87.8019
60,CASP16.M1209TS231_5,1,2,0.751,0.599,0.868,0.916,0.942,0.904,11.605,0.94183,0.83452,0.80674,0.5374,0.60289,0.65245,0.7293049999999999,0.5975799999999999,0.86103,0.12610439402924384,1628.14,2899623.78,3985619.79,-1.2438881545636897,385.392,101.587
61,CASP16.M1209TS241_1,1,2,0.717,0.584,0.829,0.778,0.848,0.757,17.729,0.94768,0.83594,0.80994,0.53738,0.58655,0.64691,0.7274,0.59028,0.8645200000000001,0.09314442978211446,1708.43,2899872.84,4062940.36,-2.4643034401172237,368.186,99.177
62,CASP16.M1209TS241_2,1,2,0.708,0.584,0.837,0.75,0.812,0.759,17.86,0.94665,0.83528,0.80859,0.52286,0.56329,0.63541,0.7186800000000001,0.5738533333333334,0.8635066666666668,0.10667030258337036,1766.87,3327437.9,4967709.65,-3.1383582398861285,371.303,96.6917
63,CASP16.M1209TS241_3,1,2,0.715,0.582,0.828,0.749,0.775,0.733,16.76,0.93875,0.82086,0.79491,0.51557,0.56521,0.62005,0.709225,0.5669433333333332,0.8515066666666667,0.060830589133482244,1502.21,1858450.77,2958472.58,-2.6339109748863727,254.999,68.298
64,CASP16.M1209TS241_4,1,2,0.651,0.558,0.82,0.727,0.878,0.76,11.705,0.94242,0.83221,0.80479,0.53116,0.57586,0.65012,0.7227600000000001,0.5857133333333334,0.8598066666666667,0.10789210234506755,1637.07,4016446.58,5716549.88,-3.1657192954155082,434.546,127.289
65,CASP16.M1209TS241_5,1,2,0.668,0.567,0.827,0.695,0.747,0.734,13.76,0.93806,0.8196,0.795,0.49111,0.50574,0.59257,0.6903466666666667,0.5298066666666666,0.8508866666666667,0.05089237985095094,1686.48,2991178.72,4919009.53,-1.6215632508729072,358.762,97.4737
66,CASP16.M1209TS262_1,1,2,0.864,0.831,0.826,0.762,0.768,0.768,14.665,0.94297,0.82539,0.79862,0.51499,0.5705,0.64158,0.715675,0.5756899999999999,0.85566,0.09769840130902593,1677.34,2840603.23,3910189.09,-1.8056565935011695,397.422,83.8948
67,CASP16.M1209TS262_2,1,2,0.861,0.806,0.828,0.735,0.846,0.761,14.942,0.94502,0.83629,0.80803,0.53557,0.5713,0.63641,0.7221033333333333,0.5810933333333334,0.8631133333333333,0.10298119426370249,1742.23,3157464.77,4342227.06,-1.9939198827096776,449.909,92.9167
68,CASP16.M1209TS262_3,1,2,0.864,0.832,0.825,0.753,0.765,0.767,14.564,0.94201,0.82509,0.79676,0.51592,0.5637,0.6453,0.7147966666666667,0.5749733333333333,0.85462,0.10674736317741917,1719.52,3183951.43,4456944.71,-1.0256840375366838,451.966,99.3066
69,CASP16.M1209TS262_4,1,2,0.864,0.834,0.832,0.785,0.8,0.784,14.705,0.94035,0.82138,0.79413,0.51538,0.57182,0.6438,0.7144766666666666,0.577,0.8519533333333333,0.11077911013562698,1763.8,3702871.75,4911226.27,-1.7960168107456984,469.535,99.6637
70,CASP16.M1209TS262_5,1,2,0.853,0.808,0.818,0.687,0.79,0.712,14.449,0.94334,0.82829,0.80024,0.53387,0.56704,0.63226,0.7175066666666666,0.5777233333333333,0.85729,0.09613321282959078,1684.61,2749190.79,4252372.04,-2.1280521650149504,368.556,104.694
71,CASP16.M1209TS267_1,1,2,0.793,0.636,0.761,0.652,0.707,0.641,16.015,0.93907,0.81887,0.79413,0.53598,0.59232,0.62504,0.7175683333333334,0.5844466666666667,0.8506900000000001,0.04937437213302473,1282.79,842725.19,1343953.51,-2.276228634594678,97.3,20.943
72,CASP16.M1209TS267_2,1,2,0.792,0.641,0.75,0.671,0.72,0.641,15.991,0.93959,0.82001,0.79556,0.53719,0.59428,0.62998,0.7194349999999999,0.58715,0.8517199999999999,0.04894326502635522,1272.48,820831.17,1373018.28,-2.2005221837928457,159.943,25.4318
73,CASP16.M1209TS267_3,1,2,0.783,0.624,0.747,0.677,0.728,0.642,15.684,0.93728,0.81874,0.79536,0.53716,0.59776,0.62498,0.7185466666666667,0.5866333333333333,0.85046,0.04237939601594007,1244.53,704059.15,1160556.83,-1.628282403290139,113.264,18.968
74,CASP16.M1209TS267_4,1,2,0.773,0.613,0.747,0.686,0.726,0.615,15.535,0.93671,0.82437,0.80126,0.52547,0.59228,0.61658,0.7161116666666667,0.57811,0.8541133333333334,0.028694152658545136,1206.17,673860.49,1094546.69,-1.8839950801196959,110.229,22.9908
75,CASP16.M1209TS267_5,1,2,0.781,0.62,0.755,0.649,0.694,0.625,14.888,0.93804,0.82429,0.80161,0.52834,0.58386,0.62962,0.7176266666666666,0.5806066666666667,0.8546466666666667,0.05943526397750247,1424.4,1122197.0,1884319.25,-2.5471718243602934,131.827,52.5004
76,CASP16.M1209TS272_1,1,2,0.838,0.738,0.824,0.656,0.63,0.73,23.206,0.93051,0.80545,0.77292,0.45736,0.45773,0.54191,0.66098,0.4856666666666667,0.8362933333333333,0.06163450404801551,1792.11,4588594.08,7189440.79,-3.6105211670319877,249.007,174.133
77,CASP16.M1209TS272_2,1,2,0.836,0.738,0.825,0.637,0.606,0.73,24.503,0.92852,0.80345,0.77141,0.44678,0.44451,0.53621,0.6551466666666667,0.47583333333333333,0.83446,0.06311881820147391,1748.84,4437747.61,7587188.72,-3.570474484571394,218.833,192.848
78,CASP16.M1209TS272_3,1,2,0.9,0.826,0.886,0.93,0.963,0.923,9.444,0.94438,0.82804,0.79789,0.56354,0.6218,0.66656,0.7370350000000001,0.6173000000000001,0.85677,0.10928215531166643,1635.09,3016969.29,3982291.37,-0.8663729796712935,379.236,92.6501
79,CASP16.M1209TS272_4,1,2,0.837,0.738,0.782,0.667,0.622,0.726,18.353,0.93003,0.81306,0.78264,0.47415,0.48242,0.57037,0.6754450000000001,0.5089800000000001,0.84191,0.08481910427361755,1757.32,3983315.59,6946800.8,-4.113945285797041,208.913,160.731
80,CASP16.M1209TS272_5,1,2,0.703,0.577,0.831,0.762,0.854,0.771,17.373,0.9415,0.8294,0.79796,0.53979,0.5785,0.64553,0.7221133333333334,0.58794,0.8562866666666666,0.12292614249163307,1773.1,3366374.77,4865338.05,-3.568316333293203,370.404,110.743
81,CASP16.M1209TS286_1,1,2,0.725,0.596,0.857,0.899,0.902,0.904,11.346,0.94473,0.83699,0.81119,0.53761,0.60492,0.65502,0.7317433333333334,0.5991833333333334,0.8643033333333333,0.12021385823900346,1677.78,3042948.16,3987251.97,-1.333617711395442,398.472,100.375
82,CASP16.M1209TS286_2,1,2,0.745,0.574,0.744,0.601,0.667,0.578,17.599,0.93635,0.82426,0.79872,0.50434,0.54863,0.60358,0.7026466666666666,0.5521833333333334,0.85311,0.055384808841154154,1231.02,1302797.07,2364258.83,-1.8978892509333782,179.487,48.1898
83,CASP16.M1209TS286_3,1,2,0.741,0.596,0.834,0.759,0.827,0.772,15.461,0.9453,0.83091,0.80649,0.52467,0.57377,0.63999,0.7201883333333333,0.5794766666666666,0.8609,0.0786099869859754,1672.43,3037990.58,4244410.09,-0.7289094300122676,385.358,82.5154
84,CASP16.M1209TS286_4,1,2,0.757,0.61,0.795,0.698,0.742,0.689,13.183,0.94354,0.82921,0.80063,0.54514,0.59246,0.64397,0.7258249999999999,0.5938566666666666,0.8577933333333334,0.07489584140566877,1549.15,2090960.61,2980136.47,-4.717562933354767,334.344,57.4047
85,CASP16.M1209TS286_5,1,2,0.754,0.606,0.796,0.7,0.784,0.71,16.573,0.94589,0.83088,0.80349,0.53378,0.57739,0.64488,0.7227183333333334,0.58535,0.8600866666666667,0.10398764357814799,1642.7,2933790.03,4247804.58,-1.5583919143014593,387.404,96.9309
86,CASP16.M1209TS294_1,1,2,0.692,0.576,0.854,0.913,0.949,0.874,13.755,0.94682,0.83578,0.80988,0.53906,0.60547,0.64973,0.7311233333333333,0.5980866666666667,0.86416,0.10020764064393006,1604.41,2831742.83,3713826.51,-0.8238513937181082,339.79,90.709
87,CASP16.M1209TS294_2,1,2,0.717,0.584,0.829,0.778,0.848,0.757,17.729,0.94768,0.83594,0.80994,0.53738,0.58655,0.64691,0.7274,0.59028,0.8645200000000001,0.09314442978211446,1708.43,2899872.84,4062940.36,-2.4643034401172237,384.354,99.177
88,CASP16.M1209TS294_3,1,2,0.812,0.673,0.843,0.766,0.883,0.781,15.529,0.94297,0.83564,0.80724,0.53501,0.58303,0.65182,0.7259516666666666,0.5899533333333333,0.8619499999999999,0.11554699960397556,1715.89,3229832.82,4466190.05,-0.3508665807975736,423.329,104.46
89,CASP16.M1209TS294_4,1,2,0.708,0.584,0.837,0.75,0.812,0.759,17.86,0.94665,0.83528,0.80859,0.52286,0.56329,0.63541,0.7186800000000001,0.5738533333333334,0.8635066666666668,0.10667030258337036,1766.87,3327437.9,4967709.65,-3.1383582398861285,372.245,96.6917
90,CASP16.M1209TS294_5,1,2,0.651,0.558,0.82,0.727,0.878,0.76,11.705,0.94242,0.83221,0.80479,0.53116,0.57586,0.65012,0.7227600000000001,0.5857133333333334,0.8598066666666667,0.10789210234506755,1637.07,4016446.58,5716549.88,-3.1657192954155082,438.687,127.289
91,CASP16.M1209TS304_1,1,2,0.717,0.584,0.829,0.778,0.848,0.757,17.729,0.94768,0.83594,0.80994,0.53738,0.58655,0.64691,0.7274,0.59028,0.8645200000000001,0.09314442978211446,1708.43,2899872.84,4062940.36,-2.4643034401172237,355.502,99.177
92,CASP16.M1209TS304_2,1,2,0.708,0.584,0.837,0.75,0.812,0.759,17.86,0.94665,0.83528,0.80859,0.52286,0.56329,0.63541,0.7186800000000001,0.5738533333333334,0.8635066666666668,0.10667030258337036,1766.87,3327437.9,4967709.65,-3.1383582398861285,363.11,96.6917
