,model,num_rna_chains,num_prot_chains,tm,oligo_gdtts,bb_lddt,ics,ips,ilddt,rmsd,CARP:bb_lddt,CARP:oligo_gdtts,CARP:oligo_gdtha,CARP:ilddt,CARP:ics,CARP:ips,CARP:Merged,CARP:Iface,CARP:Fold,CARP:RP,FTDMP,DARS-RNP,QUASI-RNP,DRPScore,ITScore-PR,3dRPC
844,CASP16.M1293TS033_1,1,2,0.893,0.834,0.862,0.872,0.865,0.914,6.413,0.93407,0.82242,0.78961,0.53499,0.60115,0.62709,0.7182216666666668,0.5877433333333334,0.8487,0.2083596447482705,1605.12,3399037.86,4617476.73,-1.5455859363785773,423.433,99.2669
845,CASP16.M1293TS033_2,1,2,0.89,0.775,0.855,0.881,0.885,0.913,5.834,0.9395,0.82458,0.79161,0.54286,0.61026,0.64338,0.725365,0.5988333333333333,0.8518966666666666,0.15442340719746428,1588.0,3193453.98,4409230.45,-2.4872173640246835,392.604,106.075
846,CASP16.M1293TS033_3,1,2,0.902,0.866,0.857,0.915,0.919,0.921,7.015,0.94364,0.82609,0.79334,0.54511,0.6093,0.64763,0.7275183333333334,0.60068,0.8543566666666668,0.1756527658435516,1532.72,3243328.35,4372223.47,-1.8497014486701882,432.432,103.825
847,CASP16.M1293TS033_4,1,2,0.906,0.86,0.841,0.859,0.887,0.895,8.011,0.93998,0.81785,0.78522,0.53616,0.60514,0.64303,0.72123,0.5947766666666666,0.8476833333333333,0.16012578119407406,1601.17,3298439.52,4355053.48,-1.2945798660392467,377.047,106.096
848,CASP16.M1293TS033_5,1,2,0.895,0.857,0.855,0.886,0.887,0.915,6.671,0.93645,0.81682,0.78554,0.51637,0.57677,0.61491,0.70781,0.5693499999999999,0.8462700000000001,0.14721741373650732,1619.58,3338056.34,4473932.07,-2.3131544176001544,422.113,108.351
849,CASP16.M1293TS051_1,1,2,0.866,0.77,0.826,0.9,0.884,0.905,13.294,0.93589,0.82339,0.79188,0.53321,0.58656,0.64002,0.7184916666666666,0.5865966666666667,0.8503866666666666,0.13943994776345792,1573.41,3483822.33,4703201.11,-4.775785491592661,431.868,116.918
850,CASP16.M1293TS051_2,1,2,0.875,0.824,0.831,0.876,0.847,0.911,11.405,0.93945,0.81709,0.78647,0.54328,0.60513,0.64654,0.7229933333333333,0.5983166666666666,0.8476699999999999,0.1489734801463783,1622.1,3181108.42,4270714.79,-2.3793982261436875,402.88,101.329
851,CASP16.M1293TS051_3,1,2,0.884,0.858,0.835,0.867,0.886,0.916,11.284,0.94092,0.81724,0.78734,0.53174,0.59494,0.63914,0.7185533333333334,0.5886066666666667,0.8485,0.12713201273581945,1574.2,3226812.65,4267763.96,-1.1738450553154172,398.535,99.2918
852,CASP16.M1293TS051_4,1,2,0.881,0.771,0.861,0.913,0.931,0.91,6.579,0.94304,0.82351,0.79119,0.53438,0.59882,0.63888,0.7216366666666667,0.5906933333333333,0.85258,0.16012780147138983,1499.59,3214081.24,4270811.72,-1.904614500268397,374.056,96.1439
853,CASP16.M1293TS051_5,1,2,0.898,0.866,0.855,0.909,0.911,0.911,5.819,0.94268,0.82332,0.79117,0.54282,0.6099,0.64537,0.7258766666666667,0.5993633333333332,0.8523900000000001,0.18011999973095955,1555.5,3393973.27,4581829.12,-2.2403190307348373,408.51,102.241
854,CASP16.M1293TS063_1,1,2,0.926,0.884,0.877,0.904,0.939,0.899,3.369,0.93947,0.83072,0.79656,0.57507,0.64358,0.67332,0.74312,0.6306566666666666,0.8555833333333333,0.16687024685088547,1529.1,3354812.76,4403883.24,-2.8048350216808817,393.774,106.673
855,CASP16.M1293TS063_2,1,2,0.923,0.882,0.882,0.904,0.939,0.899,3.104,0.93815,0.83105,0.79868,0.57174,0.6374,0.66846,0.7409133333333333,0.6258666666666667,0.85596,0.1586594708263874,1529.98,3354385.82,4417291.7,-1.6767743748817923,395.821,106.673
856,CASP16.M1293TS063_3,1,2,0.926,0.884,0.878,0.901,0.931,0.899,3.109,0.93958,0.82982,0.796,0.58092,0.64756,0.67649,0.7450616666666667,0.63499,0.8551333333333334,0.182457730313763,1531.02,3327933.74,4429253.58,-2.8560612791720503,419.026,105.829
857,CASP16.M1293TS063_4,1,2,0.918,0.88,0.883,0.904,0.939,0.899,3.393,0.93774,0.82977,0.79691,0.57031,0.63655,0.67,0.7402133333333334,0.6256200000000001,0.8548066666666667,0.16579674468375744,1531.51,3353825.05,4415901.29,-2.843510789760359,440.347,105.829
858,CASP16.M1293TS063_5,1,2,0.915,0.88,0.876,0.904,0.939,0.898,3.492,0.93808,0.82922,0.79696,0.57341,0.63864,0.66812,0.7407383333333334,0.6267233333333334,0.8547533333333334,0.15704012461937963,1538.38,3362734.83,4429456.47,-1.6394753182691904,420.088,105.829
859,CASP16.M1293TS091_1,1,2,0.852,0.738,0.825,0.873,0.812,0.897,14.357,0.93729,0.82425,0.79406,0.5216,0.56341,0.62501,0.7109366666666666,0.5700066666666666,0.8518666666666667,0.1343086853157729,1734.79,3821692.81,5116696.65,-3.09176103367139,488.244,126.97
860,CASP16.M1293TS091_2,1,2,0.901,0.856,0.848,0.88,0.884,0.902,7.436,0.94115,0.82108,0.78797,0.54396,0.60892,0.64703,0.7250183333333333,0.59997,0.8500666666666667,0.19252889718627558,1672.23,3340046.32,4497682.04,-2.1974991633695105,416.115,103.239
861,CASP16.M1293TS091_3,1,2,0.757,0.615,0.802,0.595,0.616,0.697,18.807,0.91461,0.80185,0.75742,0.45718,0.4554,0.55689,0.6572250000000001,0.48982333333333333,0.8246266666666667,0.12690121530322357,1788.59,4087125.51,6059037.2,-1.4763549766680513,616.389,147.779
862,CASP16.M1293TS091_4,1,2,0.859,0.82,0.805,0.639,0.653,0.734,16.155,0.93022,0.80026,0.76571,0.46519,0.46027,0.57377,0.6659033333333333,0.4997433333333334,0.8320633333333333,0.105640070757363,1817.8,3808823.75,5928215.42,-4.314484856540426,564.753,151.582
863,CASP16.M1293TS091_5,1,2,0.843,0.822,0.815,0.62,0.608,0.707,17.388,0.92636,0.79707,0.76714,0.44972,0.44025,0.54753,0.6546783333333334,0.4791666666666667,0.83019,0.06110144989506806,1833.25,2990945.66,5020200.84,-4.124935517127729,589.679,143.53
864,CASP16.M1293TS110_1,1,2,0.902,0.81,0.851,0.916,0.938,0.909,6.056,0.94262,0.82696,0.79266,0.54782,0.61664,0.65153,0.729705,0.60533,0.8540800000000001,0.186631480557844,1519.71,3251483.59,4354951.61,-1.9226740506062314,397.21,101.448
865,CASP16.M1293TS110_2,1,2,0.904,0.854,0.85,0.892,0.878,0.923,6.496,0.94277,0.8232,0.79113,0.53953,0.61062,0.64555,0.7254666666666667,0.5985666666666667,0.8523666666666667,0.15776906609535218,1616.97,3209037.13,4247369.62,-2.3465866639771824,369.578,97.9428
866,CASP16.M1293TS110_3,1,2,0.902,0.867,0.845,0.886,0.864,0.921,7.392,0.9405,0.82199,0.78978,0.53068,0.60341,0.63802,0.7207300000000001,0.5907033333333334,0.8507566666666667,0.13389020630856976,1582.29,3207687.38,4217052.44,-2.4263447604863213,411.834,101.448
867,CASP16.M1293TS110_4,1,2,0.882,0.86,0.846,0.833,0.783,0.916,17.206,0.93301,0.82557,0.79607,0.53662,0.57934,0.64921,0.71997,0.58839,0.85155,0.10184314278885723,1878.97,4934011.52,6334964.69,-1.7817173383302753,573.307,144.551
868,CASP16.M1293TS110_5,1,2,0.876,0.838,0.829,0.867,0.821,0.918,14.051,0.93728,0.82327,0.79137,0.53601,0.5921,0.64484,0.7208116666666666,0.5909833333333333,0.85064,0.14028869725298138,1667.33,3799531.37,5209855.8,-1.808855984201417,461.809,130.67
869,CASP16.M1293TS143_1,1,2,0.899,0.856,0.79,0.796,0.828,0.717,6.048,0.93846,0.82012,0.7879,0.54127,0.61441,0.64822,0.7250633333333334,0.6013000000000001,0.8488266666666666,0.148765125637874,1563.99,2276554.93,3182300.01,-2.9197055850408247,56.912,90.8316
870,CASP16.M1293TS143_2,1,2,0.904,0.851,0.799,0.743,0.819,0.732,5.051,0.93888,0.82081,0.7923,0.54393,0.62594,0.64359,0.7275750000000001,0.6044866666666667,0.8506633333333333,0.10425836474751121,1459.0,1345209.11,2077038.0,-5.139105922499964,153.563,43.7375
871,CASP16.M1293TS143_3,1,2,0.876,0.84,0.804,0.748,0.789,0.74,9.017,0.9431,0.82306,0.80072,0.53696,0.6145,0.63607,0.725735,0.5958433333333334,0.8556266666666668,0.03607835482976825,1356.25,825917.75,1180266.73,-1.3561298946822102,147.299,27.8747
872,CASP16.M1293TS143_4,1,2,0.875,0.84,0.804,0.748,0.789,0.738,9.054,0.94219,0.82079,0.79661,0.53674,0.60903,0.62881,0.7223616666666667,0.5915266666666666,0.8531966666666667,0.03791973708019043,1348.63,784034.98,1124967.37,-0.8339864029907472,261.911,26.336
873,CASP16.M1293TS143_5,1,2,0.858,0.831,0.786,0.673,0.688,0.698,17.842,0.92773,0.79961,0.76858,0.51407,0.55397,0.61214,0.6960166666666667,0.56006,0.8319733333333333,0.07515400499237329,1472.94,1654899.64,2622289.59,-2.5922967610398784,204.517,69.5962
874,CASP16.M1293TS159_1,1,2,0.751,0.598,0.839,0.885,0.878,0.904,7.602,0.93895,0.82179,0.78743,0.54789,0.6175,0.6519,0.7275766666666666,0.6057633333333333,0.84939,0.1910884047159925,1607.25,3249586.23,4387735.04,-2.4542168890881757,394.505,99.5829
875,CASP16.M1293TS159_2,1,2,0.894,0.859,0.855,0.88,0.871,0.91,7.454,0.94234,0.82451,0.79158,0.54774,0.62116,0.65358,0.7301516666666665,0.6074933333333333,0.8528099999999998,0.17264443789608774,1618.42,3289452.01,4406740.1,-1.1290400374478022,385.92,100.04
876,CASP16.M1293TS159_3,1,2,0.699,0.575,0.844,0.891,0.879,0.905,8.911,0.93699,0.8169,0.78184,0.55152,0.61895,0.65303,0.7265383333333333,0.6078333333333333,0.8452433333333333,0.19040822875685987,1585.69,3329330.82,4415164.23,-2.637820109842589,391.752,101.445
877,CASP16.M1293TS159_4,1,2,0.751,0.598,0.835,0.891,0.879,0.912,9.319,0.94072,0.82386,0.79207,0.54448,0.60992,0.64786,0.726485,0.6007533333333334,0.8522166666666667,0.16052185303997246,1623.85,3235891.57,4309793.09,-4.023705295025371,409.61,103.755
878,CASP16.M1293TS159_5,1,2,0.7,0.574,0.83,0.879,0.853,0.909,9.427,0.9421,0.82484,0.79371,0.54291,0.61421,0.64824,0.7276683333333334,0.6017866666666667,0.8535499999999999,0.1480011479347013,1605.6,3186955.66,4170393.71,-1.8370098924266238,407.912,102.363
879,CASP16.M1293TS167_1,1,2,0.851,0.689,0.693,0.717,0.754,0.612,8.268,0.75202,0.56434,0.40923,0.32462,0.33614,0.4758,0.47702500000000003,0.3788533333333333,0.5751966666666667,0.14166640844196082,1565.93,3686228.72,5204444.78,-1.3856483463416607,386.698,133.672
880,CASP16.M1293TS167_2,1,2,0.802,0.614,0.691,0.677,0.731,0.643,8.737,0.7633,0.57456,0.42458,0.33245,0.35064,0.48734,0.48881166666666664,0.39014333333333334,0.58748,0.1766051474958658,1415.2,3135156.88,4395591.3,-2.80551501006712,285.305,109.933
881,CASP16.M1293TS167_3,1,2,0.851,0.707,0.695,0.705,0.705,0.61,7.886,0.74567,0.55179,0.39091,0.31854,0.33541,0.47629,0.46976833333333334,0.3767466666666666,0.56279,0.12938853474333883,1404.03,2485597.88,3513016.13,-4.492107833078122,209.236,91.4671
882,CASP16.M1293TS167_4,1,2,0.79,0.594,0.695,0.699,0.722,0.607,9.61,0.74936,0.55267,0.40449,0.31826,0.33304,0.47774,0.4725933333333333,0.37634666666666666,0.56884,0.15747637683525684,1468.32,2791024.87,4003087.98,-2.2214668891596556,228.644,104.716
883,CASP16.M1293TS167_5,1,2,0.897,0.862,0.857,0.884,0.871,0.918,8.771,0.94161,0.82567,0.79308,0.54929,0.61941,0.65384,0.7304833333333334,0.6075133333333333,0.8534533333333334,0.1576261051406618,1604.52,3163832.83,4227260.91,-1.30349886388468,405.027,99.2554
884,CASP16.M1293TS189_1,1,2,0.768,0.619,0.819,0.875,0.831,0.907,14.597,0.93972,0.83555,0.80311,0.58202,0.63747,0.67096,0.7448049999999999,0.63015,0.85946,0.20430701007135213,1671.06,3610187.76,5043579.31,-3.355216103485442,476.117,122.948
885,CASP16.M1293TS189_2,1,2,0.884,0.857,0.83,0.878,0.859,0.924,13.403,0.94412,0.83934,0.80636,0.59443,0.65054,0.68213,0.7528199999999999,0.6423666666666666,0.8632733333333332,0.21214232966303825,1641.9,3901159.73,5343961.24,-2.0793866991401844,452.892,140.949
886,CASP16.M1293TS189_3,1,2,0.896,0.818,0.863,0.873,0.885,0.911,5.318,0.94268,0.83581,0.80069,0.58688,0.65672,0.67589,0.7497783333333332,0.6398299999999999,0.8597266666666666,0.18675644043833017,1616.35,3356863.77,4433747.09,-1.8060148785038197,395.428,97.2894
887,CASP16.M1293TS189_4,1,2,0.822,0.662,0.844,0.872,0.871,0.905,7.084,0.94212,0.83515,0.79928,0.58682,0.65667,0.67488,0.7491533333333333,0.6394566666666667,0.85885,0.20910644102841613,1621.71,3273033.02,4372820.84,-1.6685569339940605,386.659,102.227
888,CASP16.M1293TS189_5,1,2,0.771,0.613,0.784,0.78,0.839,0.725,10.423,0.93799,0.83037,0.80084,0.54888,0.61526,0.65314,0.73108,0.6057600000000001,0.8563999999999999,0.1374613621388562,1528.2,1893393.11,2955626.79,-2.5858862894347383,195.476,77.634
889,CASP16.M1293TS208_1,1,2,0.877,0.852,0.844,0.858,0.821,0.91,17.721,0.93533,0.82596,0.79716,0.52996,0.57052,0.63898,0.7163183333333334,0.57982,0.8528166666666667,0.10229250084375963,1692.21,4109725.99,5387403.77,-1.5736720811770697,490.378,130.536
890,CASP16.M1293TS208_2,1,2,0.77,0.61,0.848,0.872,0.859,0.906,7.525,0.93879,0.82011,0.78481,0.54804,0.6162,0.64864,0.7260983333333333,0.6042933333333332,0.8479033333333333,0.19312343834899365,1628.88,3052775.94,4225915.24,-1.6542321644703608,398.57,103.859
891,CASP16.M1293TS208_3,1,2,0.885,0.775,0.855,0.879,0.859,0.904,7.238,0.94438,0.8267,0.79396,0.5464,0.61551,0.64978,0.729455,0.6038966666666666,0.8550133333333333,0.20085078100673853,1606.11,3198680.02,4439212.15,-2.4415660942753385,380.677,99.2554
892,CASP16.M1293TS208_4,1,2,0.894,0.785,0.845,0.875,0.866,0.911,6.731,0.9399,0.82731,0.79249,0.54892,0.61542,0.64822,0.72871,0.6041866666666666,0.8532333333333333,0.19648446240462364,1637.8,3335813.78,4454676.57,-1.835394645214386,399.664,101.53
893,CASP16.M1293TS208_5,1,2,0.869,0.777,0.837,0.844,0.815,0.911,17.009,0.9351,0.82372,0.79434,0.53805,0.57811,0.64571,0.7191716666666667,0.58729,0.8510533333333333,0.10310104724485428,1771.48,4473560.45,5858607.62,-1.147634983762488,530.026,146.636
894,CASP16.M1293TS231_1,1,2,0.88,0.846,0.844,0.828,0.803,0.913,17.178,0.93579,0.82457,0.79465,0.53093,0.57567,0.64279,0.7174,0.58313,0.8516699999999999,0.0922003822401166,1791.35,4231040.5,5566467.16,-1.5289326562840948,493.798,127.245
895,CASP16.M1293TS231_2,1,2,0.731,0.585,0.848,0.9,0.887,0.91,8.167,0.9406,0.81928,0.78596,0.5419,0.61463,0.64805,0.72507,0.6015266666666667,0.8486133333333333,0.1604082065052353,1626.56,3218260.43,4413274.21,-1.7465112217813226,398.798,101.561
896,CASP16.M1293TS231_3,1,2,0.741,0.586,0.84,0.912,0.903,0.903,8.331,0.93947,0.8273,0.79283,0.5537,0.62375,0.65836,0.7325683333333334,0.6119366666666667,0.8532000000000001,0.1992091747233644,1513.27,3243605.89,4423230.82,-4.570481770833598,448.292,107.648
897,CASP16.M1293TS231_4,1,2,0.733,0.588,0.829,0.813,0.787,0.912,16.696,0.93281,0.82212,0.7921,0.54101,0.58214,0.64194,0.7186866666666666,0.5883633333333332,0.8490099999999999,0.10378566898871214,1748.29,4516981.52,5940917.47,-1.1216552586053918,602.208,129.225
898,CASP16.M1293TS231_5,1,2,0.688,0.572,0.839,0.878,0.866,0.909,9.083,0.93852,0.82082,0.79019,0.51706,0.57596,0.61558,0.7096883333333333,0.5695333333333333,0.8498433333333333,0.1367337177041918,1653.4,3225248.31,4248131.77,-1.8977486605315765,407.089,97.5095
899,CASP16.M1293TS235_1,1,2,0.884,0.858,0.83,0.865,0.827,0.925,13.567,0.93548,0.81857,0.7849,0.53115,0.58217,0.64033,0.7154333333333334,0.58455,0.8463166666666666,0.13500091327587144,1705.0,3992342.81,5440315.66,-2.7624400359270354,529.871,139.18
900,CASP16.M1293TS235_2,1,2,0.879,0.761,0.839,0.914,0.917,0.914,7.426,0.94026,0.82156,0.78895,0.54539,0.61449,0.64975,0.7267333333333333,0.60321,0.8502566666666667,0.18026481945998968,1543.85,3379429.01,4448386.48,-2.3466405686381258,405.322,103.881
901,CASP16.M1293TS235_3,1,2,0.911,0.87,0.853,0.876,0.879,0.919,6.419,0.93985,0.82154,0.78827,0.53997,0.60383,0.64378,0.7228733333333334,0.59586,0.8498866666666668,0.1488031927146949,1597.71,3281985.37,4365322.86,-1.2186131644992948,371.415,104.329
902,CASP16.M1293TS235_4,1,2,0.886,0.828,0.86,0.872,0.865,0.913,7.526,0.94089,0.82095,0.78768,0.55019,0.6168,0.65341,0.72832,0.6068,0.8498399999999999,0.18201753054745495,1631.69,3170199.59,4260472.23,-1.557356198304359,376.005,99.9025
903,CASP16.M1293TS235_5,1,2,0.895,0.856,0.858,0.889,0.879,0.915,7.735,0.94038,0.82267,0.78958,0.54015,0.60599,0.64354,0.7237183333333334,0.5965600000000001,0.8508766666666666,0.16557525118114427,1628.92,3359098.59,4429242.72,-2.05790349047213,402.818,103.275
904,CASP16.M1293TS241_1,1,2,0.882,0.855,0.82,0.89,0.872,0.921,10.916,0.93882,0.82266,0.79189,0.55184,0.6146,0.65279,0.7287666666666667,0.60641,0.8511233333333333,0.16684278959874066,1601.9,3271773.57,4396341.01,-2.0977402000440604,416.367,99.0344
905,CASP16.M1293TS241_2,1,2,0.9,0.867,0.861,0.905,0.91,0.908,6.106,0.94085,0.82376,0.79106,0.53506,0.59855,0.63857,0.7213083333333334,0.5907266666666667,0.85189,0.15756556703709068,1523.42,3219416.92,4314332.54,-2.348948027981649,426.179,104.626
906,CASP16.M1293TS241_3,1,2,0.88,0.836,0.833,0.857,0.831,0.904,13.522,0.9382,0.82551,0.79163,0.53699,0.58835,0.63356,0.7190400000000001,0.5863,0.8517800000000001,0.17973903352394702,1626.25,3776319.14,5126650.27,-3.511511740630054,443.564,121.205
907,CASP16.M1293TS241_4,1,2,0.879,0.854,0.835,0.813,0.787,0.89,17.648,0.92748,0.82273,0.7891,0.52008,0.54134,0.62013,0.7034766666666666,0.5605166666666667,0.8464366666666666,0.14662763180676847,1822.51,4636446.94,6136669.42,-1.3925313903223002,635.462,143.691
908,CASP16.M1293TS241_5,1,2,0.665,0.562,0.819,0.832,0.783,0.903,16.691,0.93463,0.82328,0.79085,0.5474,0.58866,0.6456,0.7217366666666667,0.5938866666666667,0.8495866666666666,0.13211367717012762,1878.72,5034342.15,6441804.15,-2.2216378926421,562.353,143.679
909,CASP16.M1293TS262_1,1,2,0.894,0.821,0.845,0.882,0.862,0.898,5.912,0.94243,0.82175,0.79002,0.52723,0.5974,0.63726,0.7193483333333333,0.5872966666666667,0.8513999999999999,0.16325035272166133,1598.89,3282595.39,4393957.69,-1.8006721211301953,408.185,97.3108
910,CASP16.M1293TS262_2,1,2,0.908,0.861,0.85,0.873,0.884,0.901,5.677,0.94271,0.8232,0.79036,0.5427,0.61229,0.64785,0.7265183333333334,0.6009466666666666,0.85209,0.18242233372293412,1616.47,3195849.22,4276624.1,-1.8935403715694548,414.958,99.2893
911,CASP16.M1293TS262_3,1,2,0.908,0.862,0.849,0.872,0.885,0.896,5.693,0.94221,0.8241,0.79067,0.55021,0.61681,0.65201,0.7293350000000001,0.6063433333333332,0.8523266666666668,0.20142680453136563,1650.58,3457642.96,4520084.39,-3.258677172868229,425.634,103.405
912,CASP16.M1293TS262_4,1,2,0.892,0.819,0.84,0.866,0.844,0.865,6.018,0.94004,0.82503,0.78951,0.5478,0.61454,0.6523,0.7282033333333333,0.60488,0.8515266666666667,0.2132570437621325,1654.71,3627030.47,5034473.81,-1.2395941261144634,413.362,117.343
913,CASP16.M1293TS262_5,1,2,0.905,0.858,0.846,0.865,0.872,0.871,5.791,0.94032,0.82353,0.78958,0.55685,0.62017,0.65482,0.7308783333333333,0.6106133333333332,0.8511433333333334,0.22432455541566015,1623.85,3344643.13,4719402.34,-1.1805440337268918,430.983,119.301
914,CASP16.M1293TS267_1,1,2,0.798,0.637,0.659,0.619,0.65,0.627,16.509,0.93124,0.81359,0.79019,0.4978,0.53488,0.5926,0.6933833333333332,0.54176,0.8450066666666666,0.027398227779082164,1307.06,1133741.63,1987855.11,-5.000705151433196,143.683,39.2101
915,CASP16.M1293TS267_2,1,2,0.8,0.638,0.661,0.611,0.656,0.632,16.427,0.93252,0.81419,0.78997,0.49928,0.53673,0.59357,0.6943766666666666,0.5431933333333333,0.84556,0.026240206142328762,1335.86,1033603.38,1761629.93,-5.0009077612776665,195.951,35.5086
916,CASP16.M1293TS267_3,1,2,0.795,0.633,0.661,0.606,0.654,0.633,16.498,0.92903,0.81579,0.79139,0.49564,0.53019,0.58996,0.6920000000000001,0.5385966666666667,0.8454033333333334,0.029757938547956546,1329.49,1056918.18,1981558.01,-5.00109502773809,220.809,40.2454
917,CASP16.M1293TS267_4,1,2,0.803,0.646,0.657,0.617,0.646,0.625,16.448,0.93195,0.81415,0.79001,0.50036,0.53461,0.59351,0.6940983333333333,0.5428266666666667,0.84537,0.030523266632289395,1311.89,1073423.3,1829369.2,-5.000837197925098,201.869,41.9623
918,CASP16.M1293TS267_5,1,2,0.799,0.637,0.66,0.593,0.633,0.627,16.425,0.93047,0.81566,0.79201,0.49436,0.52556,0.58772,0.6909633333333334,0.53588,0.8460466666666666,0.03127773098549369,1364.64,1076468.59,2069732.28,-5.001184309852732,142.959,37.9954
919,CASP16.M1293TS272_1,1,2,0.768,0.604,0.783,0.715,0.753,0.707,13.548,0.93792,0.81584,0.78595,0.51318,0.57047,0.61684,0.7067,0.5668300000000001,0.8465699999999999,0.04344512881070841,1407.22,1505171.86,1902066.28,-2.2359995438198683,220.739,37.3929
920,CASP16.M1293TS272_2,1,2,0.766,0.611,0.782,0.698,0.743,0.712,13.292,0.92893,0.79905,0.76839,0.47069,0.525,0.5824,0.6790766666666668,0.5260300000000001,0.8321233333333334,0.03497962081692094,1317.15,1217296.09,1590010.12,-4.850354004004627,156.494,33.2722
921,CASP16.M1293TS272_3,1,2,0.753,0.604,0.782,0.702,0.765,0.716,19.67,0.92303,0.80315,0.76964,0.47745,0.53096,0.5975,0.6836216666666667,0.5353033333333334,0.83194,0.08501734149758704,1517.22,1991864.88,2573771.73,-3.7284640877970996,318.557,54.7956
922,CASP16.M1293TS272_4,1,2,0.75,0.597,0.78,0.693,0.75,0.705,21.06,0.91826,0.79381,0.75914,0.46792,0.51907,0.59064,0.6748066666666667,0.5258766666666667,0.8237366666666667,0.06807506732584442,1492.05,2143543.49,2522938.74,-4.867913186511915,340.072,52.7442
923,CASP16.M1293TS272_5,1,2,0.75,0.601,0.782,0.7,0.764,0.711,20.671,0.92075,0.79764,0.76387,0.47482,0.52828,0.59162,0.6794966666666666,0.5315733333333333,0.82742,0.08032842016255018,1474.45,1969394.46,2409018.68,-3.5689050919139804,299.853,40.3478
924,CASP16.M1293TS286_1,1,2,0.666,0.562,0.834,0.871,0.878,0.906,8.792,0.93815,0.82051,0.78877,0.52792,0.59237,0.62773,0.7159083333333333,0.5826733333333333,0.8491433333333333,0.14506007574964314,1599.04,3221381.59,4257472.88,-2.101050711706602,383.212,103.825
925,CASP16.M1293TS286_2,1,2,0.709,0.577,0.836,0.926,0.931,0.904,8.117,0.93874,0.82503,0.79299,0.5325,0.59743,0.62878,0.719245,0.5862366666666666,0.8522533333333334,0.16248848077375444,1480.12,3285916.29,4357740.94,-4.793603153510267,369.241,99.2554
926,CASP16.M1293TS286_3,1,2,0.636,0.543,0.833,0.899,0.892,0.906,9.575,0.93825,0.82223,0.78788,0.53488,0.60314,0.63535,0.7202883333333334,0.5911233333333333,0.8494533333333334,0.16776764506939798,1595.34,3423573.35,4568138.78,-2.023080368328676,399.166,106.361
