,model,num_rna_chains,num_prot_chains,tm,oligo_gdtts,bb_lddt,ics,ips,ilddt,rmsd,CARP:bb_lddt,CARP:oligo_gdtts,CARP:oligo_gdtha,CARP:ilddt,CARP:ics,CARP:ips,CARP:Merged,CARP:Iface,CARP:Fold,CARP:RP,FTDMP,DARS-RNP,QUASI-RNP,DRPScore,ITScore-PR,3dRPC
281,CASP16.M1212TS231_5,1,1,0.797,0.639,0.564,0.284,0.544,0.066,14.862,0.82124,0.61505,0.56718,0.14477,0.0894,0.25788,0.41592,0.16401666666666667,0.6678233333333333,0.09285288192331789,900.736,7664084.14,13325487.79,-2.6403767951419762e-06,420.078,269.012
282,CASP16.M1212TS241_1,1,1,0.712,0.537,0.563,0.256,0.507,0.143,18.681,0.82879,0.63192,0.57904,0.15798,0.0917,0.27356,0.427165,0.17441333333333334,0.6799166666666667,0.09723151102662085,1313.73,11072903.08,18830695.58,-0.011696985214767,756.316,386.443
283,CASP16.M1212TS241_2,1,1,0.583,0.44,0.53,0.177,0.389,0.073,23.233,0.82027,0.62327,0.56712,0.16532,0.10912,0.28794,0.42884,0.18746,0.67022,0.09974622342269868,1128.74,9494654.53,16333465.68,-0.002482557169566589,522.873,351.414
284,CASP16.M1212TS241_3,1,1,0.773,0.638,0.546,0.162,0.488,0.085,18.541,0.82894,0.62924,0.57507,0.15675,0.0875,0.27157,0.424845,0.17193999999999998,0.67775,0.0979417251655832,1248.06,10450113.67,17690560.09,-0.009246221697068336,694.999,364.762
285,CASP16.M1212TS241_4,1,1,0.704,0.556,0.547,0.158,0.576,0.108,23.123,0.83828,0.63997,0.58685,0.16711,0.10107,0.287,0.43671333333333334,0.18506,0.6883666666666667,0.09667688673362136,1572.05,12696433.91,21577289.51,-0.28278371839313016,562.347,505.59
286,CASP16.M1212TS241_5,1,1,0.733,0.603,0.577,0.214,0.437,0.155,25.506,0.81885,0.61783,0.56139,0.17033,0.1074,0.29087,0.4277783333333333,0.18953333333333333,0.6660233333333333,0.09455221174284814,1427.75,12615263.14,20929859.53,-2.2746542698128493,721.001,432.979
287,CASP16.M1212TS262_1,1,1,0.829,0.73,0.687,0.626,0.567,0.493,12.799,0.82943,0.62898,0.57891,0.16179,0.10933,0.28436,0.43213333333333337,0.18516,0.6791066666666667,0.10642387391999364,1446.5,10249897.21,16791644.53,-0.0013351517097928331,971.429,327.637
288,CASP16.M1212TS262_2,1,1,0.832,0.733,0.682,0.602,0.601,0.494,13.034,0.82974,0.63637,0.58162,0.17115,0.10002,0.27825,0.43285833333333334,0.18314,0.6825766666666667,0.10764487385749817,1550.98,13586062.11,22514544.21,-0.9048251942522385,1076.105,451.415
289,CASP16.M1212TS262_3,1,1,0.78,0.608,0.585,0.256,0.577,0.221,13.35,0.82137,0.62532,0.57153,0.17019,0.09872,0.28394,0.4285116666666667,0.18428333333333335,0.67274,0.11436375107150526,1570.9,13322954.27,22194336.47,-0.004595116657241575,1076.167,458.319
290,CASP16.M1212TS262_4,1,1,0.776,0.606,0.589,0.265,0.575,0.219,13.149,0.81712,0.62146,0.571,0.16313,0.11156,0.28365,0.4279866666666666,0.18611333333333335,0.6698599999999999,0.1035686562769115,1449.82,10753913.5,17247232.62,-0.00034802093394352814,964.454,341.106
291,CASP16.M1212TS262_5,1,1,0.781,0.621,0.581,0.16,0.429,0.092,21.431,0.81648,0.62111,0.57316,0.1557,0.1032,0.27918,0.42480500000000004,0.17936,0.6702500000000001,0.09334371155127882,1441.27,11026657.68,17837653.23,-0.0028427878154191066,975.9,340.842
292,CASP16.M1212TS267_1,1,1,0.577,0.401,0.29,0.0,0.306,0.0,32.743,0.74983,0.56865,0.48563,0.12566,0.07649,0.25972,0.37766333333333335,0.15395666666666666,0.6013700000000001,0.08356992985354736,1214.34,7655056.66,14620843.66,-0.008117357850704426,-420.164,351.56
293,CASP16.M1212TS267_2,1,1,0.571,0.396,0.285,0.0,0.325,0.0,33.129,0.74939,0.57821,0.49154,0.13619,0.09387,0.27805,0.387875,0.16937000000000002,0.60638,0.08832029046025126,1160.99,8266119.42,15394473.99,-0.06099659856697795,187.395,359.432
294,CASP16.M1212TS267_3,1,1,0.58,0.415,0.299,0.0,0.307,0.0,31.955,0.75392,0.57723,0.49182,0.14163,0.08781,0.2862,0.38976833333333333,0.17188,0.6076566666666666,0.09925379157066345,1405.55,9132806.06,17551479.05,-0.7506767647777579,72.702,365.393
295,CASP16.M1212TS267_4,1,1,0.587,0.415,0.307,0.0,0.277,0.001,32.048,0.75672,0.57679,0.49597,0.128,0.08475,0.26701,0.3848733333333333,0.15992,0.6098266666666666,0.09167121944483371,956.809,7710720.69,12666083.64,-0.00018458028701105473,341.49,289.72
296,CASP16.M1212TS267_5,1,1,0.579,0.41,0.307,0.0,0.208,0.0,35.337,0.75527,0.58115,0.50435,0.11666,0.07452,0.24576,0.37961833333333334,0.14564666666666667,0.61359,0.07055544224567713,816.063,6397953.0,10588015.69,-0.20557671746631262,291.716,260.374
297,CASP16.M1212TS272_1,1,1,0.709,0.535,0.511,0.106,0.16,0.045,28.464,0.83325,0.64136,0.5997,0.09449,0.0826,0.17962,0.40517000000000003,0.11890333333333335,0.6914366666666667,0.029306448528950566,147.273,1899007.71,3054959.11,-4.058883212117458,99.014,55.3356
298,CASP16.M1212TS272_2,1,1,0.685,0.5,0.487,0.096,0.32,0.05,23.631,0.82927,0.63342,0.59503,0.0673,0.04811,0.14197,0.38584999999999997,0.08579333333333335,0.6859066666666666,0.019626876460097264,232.824,1909673.4,3557674.35,-3.221015691892535,98.522,87.4324
299,CASP16.M1212TS272_3,1,1,0.708,0.532,0.485,0.083,0.19,0.031,28.128,0.83418,0.6392,0.59936,0.09319,0.06455,0.18334,0.40230333333333335,0.11369333333333333,0.6909133333333334,0.03599511541542597,411.305,4376235.08,6936495.18,-1.0976508311054185,239.048,155.608
300,CASP16.M1212TS272_4,1,1,0.687,0.5,0.484,0.099,0.259,0.048,28.559,0.83512,0.63769,0.59708,0.10839,0.07458,0.19914,0.4086666666666667,0.12737,0.6899633333333334,0.03823432016652077,283.093,4262903.23,8816429.91,-0.0014955453148128072,52.977,176.007
301,CASP16.M1212TS272_5,1,1,0.814,0.686,0.561,0.521,0.581,0.121,16.22,0.85163,0.66132,0.61456,0.19095,0.13481,0.30376,0.459505,0.20984000000000003,0.70917,0.105703613627702,1081.02,9737316.66,16564477.99,-0.01443512020159073,673.432,347.46
302,CASP16.M1212TS286_1,1,1,0.83,0.619,0.589,0.202,0.572,0.125,14.709,0.81449,0.61773,0.56923,0.162,0.10345,0.26634,0.4222066666666667,0.17726333333333333,0.66715,0.0951463792938739,1154.74,8633197.6,13531182.59,-0.0005586159016670895,664.227,284.475
303,CASP16.M1212TS286_2,1,1,0.823,0.604,0.582,0.186,0.553,0.133,14.746,0.81991,0.62666,0.57847,0.14588,0.08591,0.25294,0.418295,0.16157666666666667,0.6750133333333332,0.09459207109175621,1117.55,8800226.22,14341454.54,-0.04407830836873513,683.796,302.91
304,CASP16.M1212TS286_3,1,1,0.82,0.623,0.585,0.211,0.52,0.136,12.345,0.81781,0.62116,0.57475,0.16319,0.09933,0.27055,0.42446500000000004,0.17769,0.6712400000000001,0.09218603414483369,1411.69,11088614.84,17518993.29,-0.0018153146001157092,856.99,349.037
305,CASP16.M1212TS286_4,1,1,0.731,0.572,0.489,0.0,0.336,0.002,24.915,0.83869,0.66604,0.6077,0.19485,0.1099,0.30191,0.4531816666666666,0.20221999999999998,0.7041433333333332,0.1287626652047038,2406.32,21005519.4,35100949.44,-0.0014523505998624985,1494.85,688.788
306,CASP16.M1212TS286_5,1,1,0.745,0.611,0.542,0.024,0.346,0.039,23.783,0.8147,0.61914,0.57383,0.15774,0.1126,0.26523,0.4238733333333334,0.17852333333333334,0.6692233333333334,0.09107258643489333,1002.7,6778912.08,10934604.87,-0.0014504545983559723,613.667,214.148
307,CASP16.M1212TS294_1,1,1,0.779,0.63,0.582,0.151,0.418,0.095,20.682,0.8169,0.62924,0.57887,0.15427,0.09793,0.26526,0.423745,0.17248666666666668,0.6750033333333333,0.09041813891381024,1028.88,8870352.24,15277956.64,-0.053950030608867876,661.96,314.201
308,CASP16.M1212TS294_2,1,1,0.776,0.624,0.605,0.243,0.581,0.189,12.741,0.81521,0.62095,0.57022,0.16211,0.09607,0.28294,0.42458333333333337,0.18037333333333336,0.6687933333333334,0.10932767889462412,1080.51,8992510.9,15629371.97,-0.0032255622751573582,706.042,329.932
309,CASP16.M1212TS294_3,1,1,0.773,0.628,0.612,0.253,0.58,0.207,13.893,0.81642,0.61478,0.56829,0.14716,0.09676,0.26208,0.41758166666666663,0.16866666666666666,0.6664966666666666,0.0847919350489974,1119.24,8965155.32,14652086.59,-0.0022304354820390304,657.17,303.692
310,CASP16.M1212TS294_4,1,1,0.79,0.68,0.613,0.257,0.563,0.211,15.554,0.82791,0.62629,0.5773,0.15729,0.10353,0.26877,0.4268483333333334,0.17653,0.6771666666666668,0.09303593873046337,1190.16,9832960.29,16650625.47,-0.0001306402431453492,804.641,367.617
311,CASP16.M1212TS294_5,1,1,0.803,0.636,0.625,0.384,0.587,0.255,14.901,0.82053,0.61649,0.57058,0.13171,0.08484,0.23532,0.4099116666666667,0.15062333333333333,0.6692,0.0886536038480699,679.001,5826558.3,10110510.93,-0.0007616113439429849,351.978,230.33
312,CASP16.M1212TS304_1,1,1,0.795,0.64,0.546,0.326,0.605,0.075,14.03,0.82078,0.61312,0.5643,0.14106,0.08558,0.25293,0.41296166666666667,0.15985666666666665,0.6660666666666667,0.0895408521872014,962.448,7889410.7,13203889.08,-0.0045613960343044895,518.71,281.416
313,CASP16.M1212TS304_2,1,1,0.792,0.647,0.57,0.308,0.58,0.09,13.986,0.82229,0.60777,0.56078,0.13993,0.08632,0.25385,0.4118233333333333,0.16003333333333333,0.6636133333333333,0.08727924404665828,991.83,7621348.46,12995120.51,-0.00033089692942522966,618.46,261.52
314,CASP16.M1212TS304_3,1,1,0.801,0.655,0.576,0.331,0.568,0.134,13.631,0.82133,0.61282,0.568,0.1438,0.08819,0.25551,0.41494166666666665,0.1625,0.6673833333333333,0.08860673937015236,1015.62,7277406.2,13207126.37,-0.0006997952770248073,505.317,280.219
315,CASP16.M1212TS304_4,1,1,0.802,0.651,0.577,0.304,0.576,0.101,14.192,0.81848,0.60944,0.56136,0.1395,0.08755,0.25156,0.411315,0.1595366666666667,0.6630933333333333,0.0853090166579932,964.822,7047265.15,12239281.74,-0.001055228134195673,385.496,261.195
316,CASP16.M1212TS304_5,1,1,0.786,0.634,0.558,0.322,0.611,0.085,14.087,0.81652,0.60937,0.56227,0.14379,0.0893,0.26023,0.41358,0.16444,0.66272,0.09496401082724333,949.781,7332011.06,12779285.79,-0.000624429954992583,481.722,271.222
317,CASP16.M1212TS325_1,1,1,0.763,0.638,0.566,0.306,0.511,0.128,17.086,0.82118,0.62055,0.57259,0.15229,0.09282,0.25944,0.4198116666666667,0.16818333333333335,0.67144,0.08773324978537857,1162.62,9731355.71,15572869.92,-6.730356978744793e-07,705.444,350.319
318,CASP16.M1212TS325_2,1,1,0.733,0.63,0.57,0.379,0.554,0.155,12.185,0.81876,0.61511,0.56689,0.15746,0.1014,0.26877,0.4213983333333334,0.17587666666666668,0.6669200000000001,0.08334176065400242,1282.21,9723042.71,17822530.47,-0.010732292650523011,570.18,387.619
319,CASP16.M1212TS325_3,1,1,0.78,0.591,0.532,0.321,0.603,0.073,14.033,0.81682,0.60132,0.55382,0.14208,0.08924,0.25786,0.41019,0.16305999999999998,0.65732,0.0849289020523429,936.084,7480044.09,13283141.85,-0.0004748528480840928,531.667,256.143
320,CASP16.M1212TS325_4,1,1,0.78,0.623,0.55,0.401,0.595,0.102,15.052,0.8261,0.62523,0.58289,0.14769,0.09285,0.25981,0.4224283333333333,0.1667833333333333,0.6780733333333333,0.09719092301093042,1109.76,9629682.6,16750295.51,-0.12446748808996001,594.961,341.526
321,CASP16.M1212TS325_5,1,1,0.776,0.593,0.531,0.273,0.468,0.059,14.44,0.82648,0.6334,0.58247,0.17072,0.09821,0.27884,0.43168666666666666,0.18259,0.6807833333333333,0.093992979824543,1286.35,11225909.2,19661304.95,-0.061554732829501746,694.865,425.667
322,CASP16.M1212TS338_1,1,1,0.827,0.678,0.588,0.633,0.625,0.263,12.618,0.81568,0.61565,0.57257,0.12028,0.06903,0.23251,0.4042866666666666,0.14060666666666666,0.6679666666666666,0.07471154986415059,877.882,6264633.55,12264933.39,-0.013010998578975107,468.935,297.743
323,CASP16.M1212TS338_2,1,1,0.827,0.678,0.593,0.634,0.625,0.263,12.62,0.8194,0.62254,0.57715,0.12548,0.07387,0.23899,0.4095716666666667,0.14611333333333335,0.6730300000000001,0.07218892653472722,875.783,6240013.13,12223418.92,-0.007038169047999208,456.214,297.743
324,CASP16.M1212TS338_3,1,1,0.834,0.672,0.598,0.596,0.618,0.258,9.139,0.82135,0.61941,0.57175,0.14041,0.09495,0.25147,0.4165566666666667,0.1622766666666667,0.6708366666666666,0.07726505766622722,824.777,5866235.12,11988602.78,-0.20317772089334746,26.598,299.103
325,CASP16.M1212TS338_4,1,1,0.813,0.669,0.595,0.609,0.588,0.23,14.662,0.81296,0.60297,0.55456,0.12622,0.08497,0.24578,0.40457666666666664,0.15232333333333334,0.6568299999999999,0.07586391754448413,652.908,5360194.33,9694946.85,-0.0001004232808209727,165.412,251.59
326,CASP16.M1212TS338_5,1,1,0.814,0.671,0.595,0.616,0.608,0.251,11.968,0.81578,0.60923,0.56467,0.11715,0.06987,0.23552,0.40203666666666665,0.14084666666666668,0.6632266666666666,0.07654980195220559,749.007,6003471.39,11196984.98,-0.004303228356784517,290.08,277.12
327,CASP16.M1212TS369_1,1,1,0.794,0.639,0.578,0.329,0.567,0.137,14.228,0.82387,0.61604,0.57264,0.13372,0.08606,0.24695,0.4132133333333334,0.15557666666666667,0.6708500000000001,0.09009309909306468,818.767,6571444.89,11553621.03,-0.002018612357559876,526.356,243.892
328,CASP16.M1212TS369_2,1,1,0.802,0.656,0.563,0.33,0.596,0.095,14.266,0.81704,0.60787,0.55832,0.13885,0.08744,0.25637,0.4109816666666667,0.16088666666666665,0.6610766666666668,0.09053518041037023,920.875,7352767.95,12534931.55,-0.004233090377906953,598.725,280.069
329,CASP16.M1212TS369_3,1,1,0.789,0.62,0.566,0.277,0.523,0.086,13.829,0.81791,0.60818,0.56153,0.13688,0.08481,0.24564,0.40915833333333335,0.15577666666666667,0.66254,0.08432964677922426,937.218,6788600.55,11827654.54,-0.0001383048626316997,517.978,242.705
330,CASP16.M1212TS369_4,1,1,0.805,0.693,0.579,0.137,0.36,0.09,24.459,0.82212,0.63223,0.58448,0.16855,0.12409,0.27787,0.43488999999999994,0.19016999999999998,0.6796099999999999,0.09627298694103956,897.768,8445756.66,14194264.86,-0.0019415097308823157,639.358,291.312
331,CASP16.M1212TS369_5,1,1,0.778,0.638,0.573,0.343,0.576,0.105,14.383,0.81773,0.60753,0.56012,0.13774,0.08378,0.25542,0.4103866666666667,0.15897999999999998,0.6617933333333333,0.08776524933055044,1064.89,7315036.37,13014897.72,-0.00133143863456696,475.533,275.743
332,CASP16.M1212TS462_1,1,1,0.779,0.633,0.635,0.382,0.563,0.274,18.418,0.81656,0.62785,0.57579,0.15663,0.09618,0.27293,0.42432333333333333,0.17524666666666666,0.6734,0.09886303818784653,1038.15,8730220.4,15370337.13,-0.0356852549068431,648.831,344.586
333,CASP16.M1212TS462_2,1,1,0.761,0.59,0.581,0.254,0.482,0.149,18.972,0.82897,0.64971,0.59772,0.15954,0.09242,0.27726,0.43427000000000004,0.17640666666666668,0.6921333333333334,0.09488921351730824,1449.13,13093331.58,21817194.76,-0.0004196071016971517,833.086,434.159
334,CASP16.M1212TS471_2,1,1,0.792,0.647,0.57,0.308,0.58,0.09,13.986,0.82229,0.60777,0.56078,0.13993,0.08632,0.25385,0.4118233333333333,0.16003333333333333,0.6636133333333333,0.08727924404665828,991.83,7621348.46,12995120.51,-0.00033089692942522966,622.136,261.52
335,CASP16.M1212TS481_1,1,1,0.782,0.65,0.584,0.135,0.412,0.09,21.05,0.81645,0.61448,0.56716,0.15154,0.09921,0.26803,0.41947833333333334,0.17292666666666667,0.66603,0.08887677025049925,1207.76,9316527.73,14996049.71,-0.003194920598648379,740.549,326.672
336,CASP16.M1212TS481_2,1,1,0.781,0.644,0.598,0.199,0.633,0.165,13.316,0.8224,0.62612,0.57503,0.16078,0.08993,0.2673,0.4235933333333334,0.17267,0.6745166666666668,0.10009653645101935,1364.44,11015815.08,18781454.69,-0.0028551385196112977,782.084,388.934
337,CASP16.M1212TS481_3,1,1,0.712,0.583,0.581,0.118,0.121,0.051,28.819,0.82357,0.64252,0.60106,0.07842,0.06824,0.162,0.3959683333333333,0.10288666666666667,0.6890499999999999,0.01893840302072931,138.532,643178.21,1355719.07,-6.145660538129641,91.662,37.4094
338,CASP16.M1212TS481_4,1,1,0.717,0.583,0.576,0.111,0.158,0.054,30.763,0.82544,0.60962,0.56374,0.08221,0.05855,0.17494,0.38575,0.10523333333333333,0.6662666666666667,0.04275519564107526,149.941,1903210.49,3732277.36,-3.69683754970631,24.874,88.1389
339,CASP16.M1212TS481_5,1,1,0.785,0.693,0.583,0.119,0.407,0.09,20.637,0.82291,0.63359,0.58765,0.16511,0.11574,0.2741,0.43318333333333336,0.18498333333333336,0.6813833333333333,0.09321195594966411,1148.02,9215006.54,15616964.4,-0.0014071604877272767,762.616,351.206
