,model,num_rna_chains,num_prot_chains,tm,oligo_gdtts,bb_lddt,ics,ips,ilddt,rmsd,CARP:bb_lddt,CARP:oligo_gdtts,CARP:oligo_gdtha,CARP:ilddt,CARP:ics,CARP:ips,CARP:Merged,CARP:Iface,CARP:Fold,CARP:RP,FTDMP,DARS-RNP,QUASI-RNP,DRPScore,ITScore-PR,3dRPC
373,CASP16.M1216TS241_5,4,8,0.387,0.172,0.721,0.61,0.623,0.476,37.319,0.96393,0.93541,0.9209,0.44752,0.51307,0.55788,0.7231183333333333,0.5061566666666667,0.94008,0.037215044221270345,11309.4,18834967.04,32803764.12,-3.6288445801263522,1147.261,587.0467
374,CASP16.M1216TS262_1,4,8,0.49,0.203,0.707,0.597,0.619,0.481,35.923,0.96352,0.93822,0.92441,0.45455,0.53265,0.56477,0.7296866666666667,0.5173233333333334,0.94205,0.03461932451945611,10750.5,19695390.48,33180252.84,-2.9040186791139204,1485.94,749.629
375,CASP16.M1216TS262_2,4,8,0.49,0.203,0.709,0.596,0.617,0.483,35.904,0.96348,0.93736,0.92341,0.45358,0.52989,0.56407,0.7286316666666667,0.5158466666666667,0.9414166666666667,0.036827006020821694,10672.9,19627549.91,33057093.31,-2.915822800345847,1498.887,756.3295000000002
376,CASP16.M1216TS262_3,4,8,0.49,0.203,0.709,0.597,0.617,0.483,35.915,0.9629,0.93726,0.92325,0.45364,0.53151,0.56378,0.7287233333333333,0.5163099999999999,0.9411366666666666,0.03751483948392409,10665.8,19709895.4,33306330.49,-3.0611551685089817,1480.257,754.7280000000001
377,CASP16.M1216TS262_4,4,8,0.489,0.196,0.708,0.593,0.613,0.478,35.926,0.96373,0.93775,0.92425,0.45617,0.53126,0.56407,0.7295383333333334,0.5171666666666667,0.94191,0.035762026228110644,10634.1,20231935.48,33817592.39,-2.616470041468114,1549.382,743.107
378,CASP16.M1216TS262_5,4,8,0.489,0.205,0.714,0.63,0.639,0.505,35.873,0.96347,0.93838,0.9251,0.44885,0.52346,0.56127,0.726755,0.5111933333333333,0.9423166666666667,0.029984485067636544,10830.1,17410225.68,29825610.75,-3.2009068718578804,1238.119,670.8659
379,CASP16.M1216TS272_1,4,8,0.233,0.102,0.555,0.087,0.258,0.061,43.045,0.95912,0.92577,0.91006,0.28623,0.30186,0.41868,0.63362,0.33559,0.93165,0.01754544263892166,5938.04,13121133.01,24421726.54,-8.06238584029034,516.43,490.536
380,CASP16.M1216TS272_2,4,8,0.185,0.103,0.591,0.108,0.215,0.037,58.811,0.95785,0.93092,0.91357,0.38449,0.46133,0.49983,0.6913316666666667,0.44855,0.9341133333333334,0.02521244171777113,2802.3,13210670.28,24780274.34,-5.487304919032894,663.174,498.73296
381,CASP16.M1216TS272_3,4,8,0.245,0.102,0.567,0.095,0.266,0.063,47.393,0.95816,0.91636,0.89074,0.33409,0.36117,0.46032,0.6534733333333334,0.38519333333333333,0.9217533333333333,0.02805852083512015,4475.21,13094549.89,24436173.48,-8.061683396747096,508.306,490.536
382,CASP16.M1216TS272_4,4,8,0.233,0.102,0.555,0.087,0.258,0.061,43.045,0.95912,0.92577,0.91006,0.28623,0.30186,0.41868,0.63362,0.33559,0.93165,0.01754544263892166,5938.04,13121133.01,24421726.54,-8.06238584029034,515.653,490.536
383,CASP16.M1216TS272_5,4,8,0.245,0.102,0.567,0.095,0.266,0.063,47.393,0.95816,0.91636,0.89074,0.33409,0.36117,0.46032,0.6534733333333334,0.38519333333333333,0.9217533333333333,0.02805852083512015,4475.21,13094549.89,24436173.48,-8.061683396747094,517.885,490.536
384,CASP16.M1216TS286_1,4,8,0.321,0.172,0.692,0.556,0.577,0.412,45.301,0.96446,0.93714,0.92262,0.47016,0.54261,0.57463,0.73527,0.5291333333333333,0.9414066666666666,0.04233815712758932,10465.6,16739265.13,27683382.33,-3.005454433905215,1111.802,534.6323
385,CASP16.M1216TS286_2,4,8,0.325,0.172,0.694,0.553,0.576,0.418,44.134,0.96344,0.93578,0.92119,0.46436,0.53779,0.56807,0.7317716666666667,0.5234066666666667,0.9401366666666666,0.039931827188641494,10460.4,16359875.12,27595511.31,-3.5739056336664876,1099.177,566.1031
386,CASP16.M1216TS286_3,4,8,0.388,0.173,0.694,0.554,0.574,0.416,45.777,0.96194,0.93343,0.91739,0.45959,0.54011,0.57398,0.7310733333333334,0.52456,0.9375866666666667,0.03428200682282224,10140.9,16214466.76,27254354.01,-3.6169133471278903,1088.561,549.701
387,CASP16.M1216TS286_4,4,8,0.386,0.171,0.692,0.552,0.575,0.415,39.824,0.96364,0.93497,0.92038,0.46619,0.53977,0.56983,0.7324633333333334,0.5252633333333333,0.9396633333333334,0.04300030261982083,10329.3,16365132.59,27572401.95,-3.1762155549785898,1082.044,550.5649000000001
388,CASP16.M1216TS286_5,4,8,0.309,0.172,0.692,0.553,0.586,0.414,41.247,0.9628,0.93352,0.9187,0.46218,0.5413,0.57056,0.7315100000000001,0.52468,0.9383400000000001,0.039323110943146375,10336.0,16413356.9,27763175.41,-3.2182037159160366,1050.817,537.0904999999999
389,CASP16.M1216TS294_1,4,8,0.282,0.153,0.647,0.473,0.499,0.418,41.836,0.96339,0.93238,0.91292,0.51409,0.59221,0.63298,0.757995,0.5797599999999999,0.93623,0.10509545410042165,14233.2,22426210.69,36929060.16,-4.152903874288699,2185.708,849.9693
390,CASP16.M1216TS294_2,4,8,0.409,0.182,0.718,0.612,0.612,0.485,44.909,0.96587,0.93471,0.91738,0.48584,0.56435,0.59923,0.7445633333333334,0.5498066666666667,0.93932,0.04156763888656093,10992.3,17078219.87,28099262.9,-4.616074808187401,889.531,547.68328
391,CASP16.M1216TS294_3,4,8,0.392,0.169,0.728,0.601,0.636,0.479,37.384,0.96355,0.93222,0.91329,0.48714,0.56221,0.60617,0.7440966666666666,0.55184,0.9363533333333334,0.04481805025980177,11619.6,17752868.9,30800476.75,-3.666495543780249,1057.486,552.5523000000001
392,CASP16.M1216TS294_4,4,8,0.387,0.17,0.718,0.605,0.606,0.482,37.481,0.96254,0.93036,0.91013,0.48174,0.55628,0.59923,0.7400466666666667,0.5457500000000001,0.9343433333333334,0.04503303485035319,11105.9,17596421.64,30734721.11,-3.9976924099876365,807.038,568.358
393,CASP16.M1216TS294_5,4,8,0.385,0.177,0.711,0.601,0.62,0.462,50.573,0.96392,0.93089,0.91059,0.47413,0.55509,0.59622,0.7384733333333333,0.5418133333333334,0.9351333333333334,0.042581395922564325,11334.6,19263237.83,31686227.21,-3.0193744226847192,1035.016,596.9792000000001
394,CASP16.M1216TS304_1,4,8,0.479,0.202,0.707,0.621,0.654,0.46,35.861,0.96488,0.94,0.92713,0.44407,0.51461,0.55877,0.7249099999999999,0.5058166666666667,0.9440033333333333,0.03570286274890391,10526.0,19298767.94,33004872.15,-3.4486239544907975,596.198,660.67714
395,CASP16.M1216TS304_2,4,8,0.488,0.208,0.714,0.634,0.661,0.49,35.716,0.9647,0.9387,0.92557,0.45822,0.52761,0.56584,0.7301066666666667,0.5172233333333334,0.94299,0.03513006575352658,10701.4,19651310.49,32860664.06,-4.039430485697918,896.875,617.4463
396,CASP16.M1216TS304_3,4,8,0.482,0.21,0.712,0.628,0.653,0.48,35.989,0.96455,0.94003,0.92727,0.45297,0.5251,0.55997,0.728315,0.51268,0.9439500000000001,0.035562903103063245,10101.9,18349244.14,30401026.67,-3.4609864510810295,915.291,592.7071
397,CASP16.M1216TS304_4,4,8,0.477,0.206,0.706,0.605,0.637,0.459,36.046,0.96616,0.94141,0.92872,0.46017,0.53023,0.56817,0.7324766666666667,0.5195233333333332,0.94543,0.038617337502536764,11106.0,20583634.01,35840230.1,-4.487895089583477,-148.859,730.2248000000002
398,CASP16.M1216TS304_5,4,8,0.489,0.206,0.714,0.617,0.647,0.462,35.802,0.96482,0.93993,0.92698,0.45402,0.51806,0.56258,0.7277316666666666,0.5115533333333332,0.9439099999999999,0.03811991620420138,10970.7,19453413.81,34109928.77,-3.742469251944749,-253.39,697.8416
399,CASP16.M1216TS325_1,4,8,0.314,0.178,0.716,0.612,0.62,0.474,50.706,0.96192,0.93204,0.91568,0.45236,0.51929,0.55984,0.7235216666666666,0.5104966666666667,0.9365466666666666,0.027363386757161514,10869.4,18440802.19,30754117.26,-4.095167085751811,839.231,592.8673
400,CASP16.M1216TS338_1,4,8,0.393,0.169,0.719,0.606,0.629,0.469,37.582,0.96394,0.93594,0.92153,0.44281,0.50553,0.55124,0.7201649999999999,0.49985999999999997,0.94047,0.03268239341539034,11316.1,19324252.5,32688219.44,-3.517275757401753,1019.769,719.335
401,CASP16.M1216TS338_2,4,8,0.39,0.212,0.716,0.622,0.63,0.471,49.454,0.95879,0.91858,0.89564,0.41882,0.49251,0.55124,0.70593,0.4875233333333333,0.9243366666666667,0.03946925500364591,10468.2,16945107.25,28316460.06,-3.297499755250939,749.796,638.3238
402,CASP16.M1216TS338_3,4,8,0.432,0.211,0.719,0.633,0.659,0.475,43.289,0.95974,0.92682,0.90886,0.4277,0.50783,0.55772,0.7147783333333333,0.49774999999999997,0.9318066666666667,0.04156578514975254,10436.5,17079481.64,28429722.54,-3.2981143406574134,824.364,638.3238
403,CASP16.M1216TS338_4,4,8,0.279,0.172,0.712,0.608,0.585,0.458,53.815,0.9621,0.92466,0.90339,0.42754,0.50324,0.56246,0.7138983333333334,0.4977466666666667,0.93005,0.045240304591527544,9280.58,16881755.93,30215718.26,-2.7677237885014017,727.745,686.3909
404,CASP16.M1216TS338_5,4,8,0.247,0.171,0.712,0.603,0.573,0.46,54.992,0.96172,0.92321,0.90042,0.44104,0.51137,0.56632,0.7173466666666668,0.5062433333333334,0.9284500000000001,0.06062803040458675,9253.5,16658057.69,30202462.94,-2.766087671861335,752.6,686.3909
405,CASP16.M1216TS369_1,4,8,0.39,0.168,0.715,0.59,0.631,0.452,37.926,0.96223,0.93293,0.91696,0.44028,0.50131,0.55034,0.7173416666666667,0.49731,0.9373733333333334,0.026948368892019514,10909.8,18222273.46,31340185.14,-3.659367532445799,1008.435,657.7370999999999
406,CASP16.M1216TS369_2,4,8,0.444,0.194,0.73,0.636,0.641,0.494,51.346,0.96426,0.9345,0.92007,0.43989,0.50502,0.55214,0.7193133333333334,0.4990166666666667,0.9396100000000001,0.03973729411218653,10643.8,17939940.24,30692161.53,-3.054509099491684,907.204,614.178
407,CASP16.M1216TS369_3,4,8,0.351,0.162,0.627,0.377,0.43,0.221,39.78,0.95881,0.92722,0.90626,0.43285,0.50137,0.54389,0.7117333333333333,0.49270333333333327,0.9307633333333333,0.0281307817900446,11479.1,10452343.52,26574535.15,-3.285753619706785,-417.236,968.26504
408,CASP16.M1216TS369_4,4,8,0.373,0.162,0.63,0.389,0.431,0.231,39.343,0.96029,0.93105,0.9108,0.42744,0.50075,0.54093,0.7118766666666667,0.4897066666666667,0.9340466666666667,0.006339763626317869,11418.5,11171694.92,27146270.05,-3.194150780182983,-2827.54,882.7468000000001
409,CASP16.M1216TS369_5,4,8,0.374,0.162,0.602,0.35,0.439,0.197,39.389,0.96044,0.92866,0.90948,0.42073,0.47684,0.52676,0.7038183333333333,0.4747766666666667,0.9328599999999999,0.022661066067624677,11861.1,14518727.75,36625971.83,-6.63544292674164,-3417.656,1245.6333
410,CASP16.M1216TS462_1,4,8,0.489,0.216,0.718,0.637,0.664,0.502,35.494,0.96455,0.93902,0.92621,0.4581,0.5279,0.56931,0.7308483333333333,0.5184366666666667,0.94326,0.03518346236711522,11030.5,17774036.57,29454165.54,-3.291017495831169,696.857,543.5096
411,CASP16.M1216TS462_2,4,8,0.494,0.214,0.726,0.652,0.655,0.52,35.729,0.96356,0.93734,0.92354,0.44629,0.51414,0.55716,0.7236716666666667,0.5058633333333333,0.94148,0.03745675629236324,10548.5,18864121.65,31845961.51,-3.9418924328619234,939.267,583.4043
412,CASP16.M1216TS462_3,4,8,0.494,0.214,0.726,0.652,0.655,0.52,35.729,0.96356,0.93734,0.92354,0.44629,0.51414,0.55716,0.7236716666666667,0.5058633333333333,0.94148,0.03745675629236324,10548.5,18864121.65,31845961.51,-3.9418924328619234,911.317,583.4043
413,CASP16.M1216TS462_4,4,8,0.386,0.169,0.703,0.598,0.611,0.446,37.498,0.96269,0.93589,0.92138,0.45042,0.51794,0.56227,0.7250983333333334,0.51021,0.9399866666666666,0.03883225094592678,11563.0,20417462.53,35579668.27,-4.689101381379835,-336.391,678.2461999999999
414,CASP16.M1216TS462_5,4,8,0.331,0.17,0.708,0.593,0.595,0.426,49.931,0.96033,0.9261,0.90991,0.4225,0.49842,0.54232,0.70993,0.4877466666666666,0.9321133333333332,0.030545596948041247,9660.25,16773957.79,27548926.72,-4.255709404087365,810.209,541.6003999999999
415,CASP16.M1216TS481_1,4,8,0.441,0.2,0.708,0.593,0.626,0.425,26.268,0.95994,0.92852,0.9115,0.41986,0.49559,0.53621,0.7086033333333334,0.48388666666666663,0.93332,0.039326160565112595,9113.76,16745292.52,29245854.69,-5.281433577025592,305.541,658.0726000000001
416,CASP16.M1216TS481_2,4,8,0.451,0.2,0.708,0.594,0.621,0.423,37.996,0.95976,0.92919,0.91213,0.41446,0.49322,0.53745,0.7077016666666667,0.48171,0.9336933333333333,0.042369001135778135,9063.88,17046829.1,29302147.09,-5.280705560978276,278.545,658.0726000000001
417,CASP16.M1216TS481_3,4,8,0.409,0.217,0.723,0.642,0.63,0.495,28.108,0.96103,0.93096,0.91495,0.43489,0.5055,0.55143,0.71646,0.4972733333333333,0.9356466666666666,0.048615377933836953,9905.2,15494466.11,25867844.72,-4.751010262775297,648.609,569.196
418,CASP16.M1216TS481_4,4,8,0.406,0.217,0.723,0.639,0.634,0.495,32.376,0.95973,0.92703,0.90923,0.43118,0.49996,0.54973,0.7128099999999999,0.4936233333333333,0.9319966666666666,0.039143144673449745,9969.69,15431540.98,25878282.37,-4.750608818279274,638.367,569.196
419,CASP16.M1216TS481_5,4,8,0.398,0.211,0.728,0.655,0.667,0.488,35.825,0.96295,0.93484,0.92171,0.41652,0.50354,0.53353,0.7121816666666667,0.48452999999999996,0.9398333333333334,0.03458225626336339,9965.8,17684883.3,30585661.59,-4.545743003980842,968.142,708.9084
