,model,num_rna_chains,num_prot_chains,tm,oligo_gdtts,bb_lddt,ics,ips,ilddt,rmsd,CARP:bb_lddt,CARP:oligo_gdtts,CARP:oligo_gdtha,CARP:ilddt,CARP:ics,CARP:ips,CARP:Merged,CARP:Iface,CARP:Fold,CARP:RP,FTDMP,DARS-RNP,QUASI-RNP,DRPScore,ITScore-PR,3dRPC
458,CASP16.M1221TS241_1,2,1,0.675,0.355,0.586,0.188,0.375,0.176,23.249,0.75709,0.57572,0.52027,0.25961,0.21894,0.36118,0.44880166666666665,0.27991,0.6176933333333333,0.031224515655750462,980.151,3936482.46,6456165.0,-1.3985345080674416,303.015,108.923
459,CASP16.M1221TS241_2,2,1,0.671,0.348,0.565,0.156,0.383,0.124,23.694,0.74742,0.56645,0.50821,0.25869,0.2153,0.35074,0.441135,0.27491,0.60736,0.03329925690289954,1056.63,3480173.66,5881564.3,-2.986529274300139,314.002,111.982
460,CASP16.M1221TS241_3,2,1,0.689,0.367,0.571,0.184,0.393,0.148,29.836,0.75659,0.56947,0.51069,0.28506,0.2603,0.38289,0.4608333333333333,0.3094166666666666,0.61225,0.032634118038828056,810.526,2105803.02,3806332.88,-3.319671156829266,123.614,53.1973
461,CASP16.M1221TS241_4,2,1,0.66,0.342,0.58,0.152,0.408,0.142,23.149,0.76046,0.58041,0.52221,0.2762,0.23821,0.36212,0.4566016666666667,0.2921766666666667,0.6210266666666667,0.02999769225310356,978.862,3871209.71,6175614.19,-0.19093148621714479,289.925,117.261
462,CASP16.M1221TS241_5,2,1,0.667,0.339,0.578,0.112,0.358,0.135,23.605,0.75361,0.57168,0.51395,0.25824,0.23665,0.35381,0.44799,0.2829,0.61308,0.03313365926645608,1086.14,3360081.4,5424397.83,-2.773507099654619,259.832,108.67
463,CASP16.M1221TS262_1,2,1,0.757,0.414,0.527,0.439,0.629,0.394,14.214,0.76183,0.5683,0.51297,0.26119,0.22305,0.35145,0.446465,0.27856333333333333,0.6143666666666667,0.045039504977467004,1206.57,4226266.06,7235085.71,-5.335844079457855,480.047,138.227
464,CASP16.M1221TS262_2,2,1,0.755,0.415,0.531,0.447,0.634,0.399,14.212,0.76114,0.56786,0.51381,0.26293,0.22247,0.35421,0.44706999999999997,0.27987,0.61427,0.04727828443392355,1211.55,4499251.84,8069593.72,-6.2691589087229875,472.206,151.903
465,CASP16.M1221TS262_3,2,1,0.756,0.41,0.527,0.436,0.629,0.392,14.213,0.76086,0.5679,0.51195,0.2619,0.22521,0.34832,0.4460233333333333,0.27847666666666665,0.6135700000000001,0.04692920063098427,1193.43,4450563.81,7398912.08,-5.469034386667641,434.67,142.437
466,CASP16.M1221TS262_4,2,1,0.757,0.416,0.531,0.442,0.629,0.399,14.191,0.7618,0.56655,0.51244,0.26439,0.22459,0.35534,0.44751833333333335,0.28144,0.6135966666666667,0.04836139593389817,1210.16,4282520.45,7279824.69,-5.468688361864567,468.523,139.223
467,CASP16.M1221TS262_5,2,1,0.754,0.413,0.527,0.446,0.633,0.394,14.24,0.76144,0.56693,0.51183,0.25749,0.21641,0.34694,0.4435066666666667,0.2736133333333333,0.6134000000000001,0.047998635281692265,1200.57,4810952.11,8511669.06,-5.971399133660511,471.378,157.092
468,CASP16.M1221TS267_1,2,1,0.213,0.182,0.108,0.0,0.0,0.0,53.78,0.71976,0.53555,0.48052,0.15334,0.14235,0.25542,0.38115666666666664,0.18370333333333333,0.57861,0.004466544292270669,68.305,-0.0,-0.0,,28.853,-0.0
469,CASP16.M1221TS267_2,2,1,0.213,0.182,0.098,0.0,0.008,0.0,53.573,0.71499,0.53535,0.47809,0.16475,0.15783,0.28348,0.38908166666666666,0.20202,0.5761433333333333,0.009015095920392468,62.705,14479.28,100307.27,-0.008491586452493032,108.964,0.78748
470,CASP16.M1221TS267_3,2,1,0.214,0.183,0.105,0.0,0.0,0.0,56.752,0.72356,0.52977,0.47815,0.15365,0.1405,0.24607,0.37861666666666666,0.18007333333333334,0.57716,0.004943367145551747,26.156,-0.0,-0.0,,142.831,-0.0
471,CASP16.M1221TS267_4,2,1,0.212,0.182,0.095,0.0,0.0,0.0,53.309,0.71048,0.53821,0.47867,0.17177,0.16317,0.27455,0.38947499999999996,0.20316333333333333,0.5757866666666666,0.014667772701432113,38.614,495782.95,901423.82,-0.7805993003746702,61.797,13.0554
472,CASP16.M1221TS267_5,2,1,0.214,0.182,0.089,0.0,0.0,0.0,52.775,0.71536,0.52347,0.47023,0.14505,0.13122,0.23328,0.3697683333333333,0.16984999999999997,0.5696866666666667,0.004892718235080906,,33351.65,78026.9,,52.337,-0.0
473,CASP16.M1221TS286_1,2,1,0.837,0.417,0.561,0.302,0.52,0.29,5.933,0.76632,0.58383,0.52634,0.28926,0.25104,0.37663,0.46557000000000004,0.3056433333333333,0.6254966666666667,0.03728943317182712,1011.45,2699164.45,4682367.46,-5.2513639161802175,260.966,71.9236
474,CASP16.M1221TS286_2,2,1,0.821,0.405,0.594,0.34,0.523,0.289,6.285,0.76155,0.57381,0.51891,0.29059,0.25191,0.38106,0.46297166666666667,0.30785333333333337,0.61809,0.04158877244426549,1205.19,3022942.89,5037884.11,-3.7345847355138373,268.171,78.9865
475,CASP16.M1221TS286_3,2,1,0.644,0.324,0.575,0.158,0.371,0.178,24.029,0.76512,0.59062,0.53272,0.2808,0.24956,0.37625,0.46584499999999995,0.3022033333333333,0.6294866666666666,0.030974001583599992,927.516,2696877.92,4417414.09,-0.26291650625247615,201.714,67.1976
476,CASP16.M1221TS286_4,2,1,0.631,0.313,0.571,0.111,0.365,0.135,23.734,0.75845,0.58148,0.52526,0.26039,0.22085,0.35491,0.4502233333333333,0.27871666666666667,0.6217299999999999,0.030258391296436673,1037.54,3286685.16,5294421.74,-0.20673282490948586,243.885,90.7097
477,CASP16.M1221TS286_5,2,1,0.67,0.348,0.552,0.157,0.346,0.15,30.623,0.7682,0.58767,0.53084,0.2903,0.26992,0.37336,0.4700483333333333,0.3111933333333334,0.6289033333333333,0.020653592367285967,763.552,1039875.66,1706156.09,-5.003098863367362,175.278,31.2281
478,CASP16.M1221TS294_1,2,1,0.823,0.412,0.588,0.46,0.646,0.322,6.096,0.76623,0.57088,0.51483,0.25148,0.20804,0.34915,0.44343499999999997,0.26955666666666667,0.6173133333333333,0.060052030655788256,1100.63,5281987.32,9066911.4,-5.930278952564361,347.051,166.447
479,CASP16.M1221TS294_2,2,1,0.817,0.432,0.579,0.485,0.701,0.329,7.171,0.76308,0.56731,0.51293,0.25513,0.20915,0.34505,0.4421083333333333,0.2697766666666667,0.61444,0.04951507853329531,1104.82,4304972.32,7356184.92,-5.187858541323482,305.139,130.828
480,CASP16.M1221TS294_3,2,1,0.834,0.417,0.584,0.386,0.659,0.301,5.872,0.75654,0.55976,0.50154,0.2486,0.21368,0.34477,0.43748166666666666,0.2690166666666667,0.6059466666666666,0.0544128561305115,1153.36,4818833.52,8747289.31,-4.479889825992502,372.822,169.432
481,CASP16.M1221TS294_4,2,1,0.855,0.448,0.577,0.367,0.712,0.299,5.448,0.76083,0.55806,0.50303,0.25118,0.21111,0.35287,0.4395133333333333,0.27172,0.6073066666666667,0.04960063184626051,1342.26,5174822.64,8977913.95,-5.861411792821958,365.067,166.875
482,CASP16.M1221TS294_5,2,1,0.83,0.418,0.569,0.357,0.575,0.263,6.092,0.76788,0.57631,0.52077,0.24627,0.20353,0.33228,0.4411733333333333,0.26069333333333333,0.6216533333333333,0.0476805846526986,1029.38,3495774.84,6573402.93,-7.0856233925550764,146.339,111.187
483,CASP16.M1221TS304_1,2,1,0.663,0.34,0.571,0.098,0.38,0.121,23.614,0.74991,0.57403,0.51518,0.26373,0.22535,0.35521,0.44723499999999994,0.28143,0.6130399999999999,0.036083501103208744,924.785,3756509.43,6161051.35,-0.7136736253084205,234.365,115.618
484,CASP16.M1221TS304_2,2,1,0.667,0.353,0.588,0.167,0.392,0.171,23.425,0.74837,0.56553,0.50622,0.27548,0.23526,0.36139,0.4487083333333333,0.29071,0.6067066666666666,0.03452277727392061,992.995,3755247.85,6284453.8,-1.689847811561242,330.158,124.842
485,CASP16.M1221TS304_3,2,1,0.633,0.32,0.586,0.108,0.368,0.131,23.689,0.754,0.57673,0.51823,0.27094,0.23166,0.36658,0.45302333333333333,0.2897266666666667,0.61632,0.03784393717438856,1054.25,4150978.01,6732073.1,-0.22267675042796478,346.472,122.392
486,CASP16.M1221TS304_4,2,1,0.709,0.353,0.554,0.147,0.315,0.144,12.384,0.75217,0.5693,0.51313,0.27535,0.24197,0.36118,0.4521833333333334,0.29283333333333333,0.6115333333333334,0.039053918244735544,610.78,2345937.3,4104742.59,-4.059241659566414,144.611,72.6142
487,CASP16.M1221TS304_5,2,1,0.675,0.367,0.584,0.175,0.257,0.153,26.724,0.75625,0.5575,0.50648,0.25109,0.21954,0.35357,0.44073833333333334,0.27473333333333333,0.6067433333333333,0.0350166660790137,731.797,2253230.2,4101806.96,-3.209624122414703,193.693,70.1872
488,CASP16.M1221TS325_2,2,1,0.61,0.3,0.574,0.272,0.393,0.187,21.377,0.74779,0.56998,0.5125,0.25957,0.22379,0.35598,0.44493499999999997,0.27978,0.6100899999999999,0.041180612822864754,1080.86,3052647.53,4385421.4,-5.461791707708191,252.047,105.335
489,CASP16.M1221TS325_3,2,1,0.801,0.401,0.576,0.338,0.419,0.234,6.864,0.75983,0.57867,0.52228,0.26393,0.23202,0.34135,0.44967999999999997,0.27909999999999996,0.62026,0.02124523400277667,605.388,2069173.64,3896886.14,-4.476797075544032,149.608,56.181
490,CASP16.M1221TS325_4,2,1,0.725,0.348,0.593,0.135,0.413,0.149,10.478,0.75506,0.55972,0.50584,0.27428,0.23707,0.36242,0.449065,0.2912566666666667,0.6068733333333333,0.029443435537051244,953.185,2547930.31,3799132.96,-3.507292179672637,241.279,68.8732
491,CASP16.M1221TS325_5,2,1,0.721,0.363,0.581,0.215,0.336,0.175,12.161,0.75802,0.56547,0.51217,0.27465,0.23937,0.36624,0.45265333333333335,0.29342,0.6118866666666667,0.044664882234701504,893.032,3528532.84,5209808.97,-2.6626156547248105,259.199,124.544
492,CASP16.M1221TS338_1,2,1,0.791,0.435,0.57,0.372,0.53,0.263,8.015,0.76145,0.56983,0.515,0.26783,0.23977,0.36765,0.45358833333333337,0.29175,0.6154266666666667,0.038189885314068306,863.972,2293222.62,5116305.41,-2.867015289913666,189.634,106.287
493,CASP16.M1221TS338_2,2,1,0.777,0.424,0.563,0.413,0.536,0.258,8.247,0.7634,0.56993,0.51405,0.26297,0.22988,0.35986,0.45001500000000005,0.2842366666666667,0.6157933333333334,0.03630037048378654,965.6,2519433.08,5611493.12,-3.8140773471660605,190.273,123.055
494,CASP16.M1221TS338_3,2,1,0.73,0.403,0.542,0.354,0.511,0.216,11.229,0.76776,0.5783,0.52475,0.25409,0.22267,0.3518,0.44989500000000004,0.27618666666666664,0.6236033333333334,0.05437422205868643,813.444,3692164.52,6988635.32,-3.746947226059463,219.412,149.796
495,CASP16.M1221TS338_4,2,1,0.736,0.405,0.538,0.306,0.447,0.195,10.348,0.76217,0.57378,0.51829,0.25996,0.23612,0.35433,0.4507749999999999,0.28346999999999994,0.61808,0.03814169316465268,656.035,2526317.76,5276374.55,-4.303550452716979,193.331,91.196
496,CASP16.M1221TS338_5,2,1,0.733,0.405,0.541,0.29,0.515,0.207,10.617,0.76125,0.5754,0.51936,0.25178,0.22351,0.35625,0.447925,0.27718000000000004,0.61867,0.06826203929522308,937.5,4042952.38,7354039.85,-7.978984788601293,212.146,142.003
497,CASP16.M1221TS369_1,2,1,0.57,0.304,0.35,0.0,0.227,0.001,27.07,0.72577,0.55851,0.49389,0.22888,0.13726,0.38048,0.4207983333333333,0.2488733333333333,0.5927233333333333,0.10920088426937581,5587.21,19636678.6,41696095.07,-5.416481779044036,-8687.949,1276.93
498,CASP16.M1221TS369_2,2,1,0.645,0.335,0.583,0.097,0.329,0.14,23.862,0.74916,0.56878,0.51142,0.26693,0.22929,0.35976,0.4475566666666667,0.2853266666666667,0.6097866666666667,0.03418495863451201,967.63,3838137.69,6260145.14,-2.087537195753912,349.071,121.675
499,CASP16.M1221TS369_3,2,1,0.241,0.185,0.052,0.003,0.196,0.0,40.907,0.68255,0.56703,0.48506,0.27639,0.15513,0.42192,0.43134666666666666,0.28448,0.5782133333333334,0.11054009205701609,2020.32,73480009.53,135346628.01,-5.009659232746805,573.822,4125.25
500,CASP16.M1221TS369_4,2,1,0.577,0.292,0.376,0.016,0.329,0.002,22.642,0.72332,0.54958,0.48524,0.24674,0.16558,0.38014,0.42510000000000003,0.2641533333333333,0.5860466666666667,0.1210938471494046,4772.05,22246231.47,49866505.0,-0.22116545159118484,-9055.026,1423.02
501,CASP16.M1221TS369_5,2,1,0.232,0.184,0.008,0.0,0.187,0.0,51.284,0.71739,0.55684,0.48643,0.28108,0.18886,0.40374,0.43905666666666665,0.2912266666666667,0.5868866666666667,0.09580854193554841,5835.15,23070940.54,49847654.05,-3.4331269227658057,-7895.101,1342.95
502,CASP16.M1221TS450_1,2,1,0.668,0.355,0.574,0.147,0.317,0.152,27.546,0.75789,0.5597,0.50391,0.27107,0.23522,0.35605,0.44730666666666663,0.28744666666666663,0.6071666666666666,0.0243543887184174,612.955,1798961.02,3326708.34,-3.100949940906483,93.744,67.1743
503,CASP16.M1221TS450_2,2,1,0.666,0.345,0.588,0.136,0.365,0.15,23.011,0.75041,0.57654,0.5139,0.27497,0.23187,0.36901,0.4527833333333333,0.29195,0.6136166666666667,0.03590407870631074,1072.03,4060948.31,6517941.03,-0.23404869771062312,334.116,126.779
504,CASP16.M1221TS450_3,2,1,0.645,0.33,0.569,0.142,0.403,0.137,23.546,0.75616,0.57189,0.51399,0.25781,0.21688,0.35469,0.4452366666666667,0.27646,0.6140133333333334,0.038815212897742944,1077.19,4044026.88,6710548.42,-1.3326122437271244,310.305,134.022
505,CASP16.M1221TS450_4,2,1,0.659,0.345,0.596,0.17,0.404,0.198,22.612,0.75634,0.57557,0.51603,0.27926,0.23083,0.37447,0.4554166666666667,0.29485333333333336,0.6159800000000001,0.038265300619649875,1067.8,4399387.12,7543475.81,-0.114342368432176,357.42,136.816
506,CASP16.M1221TS450_5,2,1,0.685,0.369,0.566,0.182,0.437,0.167,27.251,0.7478,0.5602,0.5044,0.26462,0.22072,0.35421,0.44199166666666667,0.27985,0.6041333333333333,0.02243988850931231,719.442,2830330.68,4921903.41,-2.036595244768804,250.624,102.343
507,CASP16.M1221TS462_1,2,1,0.665,0.344,0.572,0.175,0.387,0.153,23.303,0.74882,0.56903,0.51192,0.25984,0.21173,0.3507,0.44200666666666666,0.27409,0.6099233333333333,0.03171379435541559,868.433,3642405.15,5818606.37,-0.8026673065547406,301.603,120.03
508,CASP16.M1221TS462_2,2,1,0.657,0.332,0.57,0.155,0.345,0.145,24.401,0.75891,0.58059,0.52431,0.28365,0.23827,0.37728,0.4605016666666667,0.29973333333333335,0.6212700000000001,0.03285760069882144,908.276,3625480.8,6116718.13,-2.2784952929482962,223.16,104.871
509,CASP16.M1221TS462_3,2,1,0.67,0.348,0.571,0.259,0.487,0.227,24.114,0.75354,0.57004,0.51097,0.25534,0.21334,0.34641,0.4416066666666667,0.27169666666666664,0.6115166666666667,0.029360003469492947,1274.81,3219200.84,5383109.57,-3.8886375837980207,275.058,115.243
510,CASP16.M1221TS462_4,2,1,0.672,0.345,0.585,0.212,0.426,0.179,23.058,0.75529,0.57323,0.51384,0.2652,0.22594,0.36179,0.44921500000000003,0.28431,0.6141200000000001,0.036031455396945945,1338.92,4302249.67,6860874.88,-0.2522205606610071,332.624,122.991
511,CASP16.M1221TS462_5,2,1,0.65,0.324,0.583,0.097,0.35,0.129,24.017,0.75145,0.56867,0.51169,0.25644,0.21709,0.35689,0.44370499999999996,0.27680666666666665,0.6106033333333333,0.03863672187180147,981.797,4073799.39,6554976.03,-1.325417717827536,306.406,123.438
512,CASP16.M1221TS481_1,2,1,0.897,0.524,0.605,0.524,0.636,0.36,4.486,0.76486,0.57691,0.52322,0.25252,0.22031,0.3426,0.44673666666666667,0.27181000000000005,0.6216633333333333,0.041827347746584566,1007.21,4019497.46,7219188.16,-5.864793835182178,85.299,128.951
